시도별,2021
전국,18435000
서울특별시,22613000
부산광역시,18693000
대구광역시,18378000
인천광역시,17170000
광주광역시,18829000
대전광역시,19146000
울산광역시,19211000
세종특별자치시,17198000
경기도,17743000
강원도,17077000
충청북도,16097000
충청남도,16319000
전라북도,16156000
전라남도,16251000
경상북도,16453000
경상남도,16981000
제주특별자치도,17285000
