법정동코드,기준연월,시도명,시군구명,읍면동명,리명,전체 평균연령,남자 평균연령,여자 평균연령
4159012600,2023-01-31,경기도,화성시,안녕동,안녕동,43.1,42.2,44.1
4159012700,2023-01-31,경기도,화성시,반송동,반송동,36.2,35.8,36.5
4159012800,2023-01-31,경기도,화성시,석우동,석우동,35.1,35.2,35
4159012900,2023-01-31,경기도,화성시,오산동,오산동,34.1,34,34.2
4159013000,2023-01-31,경기도,화성시,청계동,청계동,33.5,33.5,33.5
4159013100,2023-01-31,경기도,화성시,영천동,영천동,35.9,35.4,36.4
4159013200,2023-01-31,경기도,화성시,중동,중동,50.8,49.2,53
4159013300,2023-01-31,경기도,화성시,신동,신동,28.2,28.5,27.9
4159013400,2023-01-31,경기도,화성시,목동,목동,33.7,33.5,33.9
4159013500,2023-01-31,경기도,화성시,산척동,산척동,35,34.5,35.5
4159013600,2023-01-31,경기도,화성시,장지동,장지동,33.7,33.5,34
4159013700,2023-01-31,경기도,화성시,송동,송동,34.5,34.4,34.5
4159013800,2023-01-31,경기도,화성시,방교동,방교동,37.5,36.5,39.2
4159013900,2023-01-31,경기도,화성시,금곡동,금곡동,50,48.9,51.4
4159014000,2023-01-31,경기도,화성시,새솔동,새솔동,34.4,34.5,34.4
4159025321,2023-01-31,경기도,화성시,봉담읍,상리,38.8,38.2,39.4
4159025322,2023-01-31,경기도,화성시,봉담읍,내리,57.6,55.1,61
4159025323,2023-01-31,경기도,화성시,봉담읍,수영리,39.9,39.4,40.3
4159025324,2023-01-31,경기도,화성시,봉담읍,동화리,40.4,39.8,41.1
4159025325,2023-01-31,경기도,화성시,봉담읍,와우리,37.4,37.4,37.4
4159025326,2023-01-31,경기도,화성시,봉담읍,수기리,49,48.1,50.8
4159025327,2023-01-31,경기도,화성시,봉담읍,분천리,54.3,51,58
4159025328,2023-01-31,경기도,화성시,봉담읍,왕림리,50.1,48.6,51.7
4159025329,2023-01-31,경기도,화성시,봉담읍,세곡리,54.2,50.2,59.1
4159025330,2023-01-31,경기도,화성시,봉담읍,당하리,51.3,50,53
4159025331,2023-01-31,경기도,화성시,봉담읍,마하리,55.9,55.7,56.1
4159025332,2023-01-31,경기도,화성시,봉담읍,유리,47.3,45.8,48.9
4159025333,2023-01-31,경기도,화성시,봉담읍,덕리,44.3,42.9,46.4
4159025334,2023-01-31,경기도,화성시,봉담읍,덕우리,53.1,54.4,51.1
4159025335,2023-01-31,경기도,화성시,봉담읍,하가등리,49.4,48.7,50.3
4159025336,2023-01-31,경기도,화성시,봉담읍,상기리,52.9,51.7,54.3
4159025621,2023-01-31,경기도,화성시,우정읍,원안리,55.6,52.3,59.4
4159025622,2023-01-31,경기도,화성시,우정읍,호곡리,53,51.1,55.3
4159025623,2023-01-31,경기도,화성시,우정읍,운평리,57.5,55.2,60.2
4159025624,2023-01-31,경기도,화성시,우정읍,한각리,56.9,54.9,60
4159025625,2023-01-31,경기도,화성시,우정읍,멱우리,56,52,60.6
4159025626,2023-01-31,경기도,화성시,우정읍,화수리,53.8,52.8,54.8
4159025627,2023-01-31,경기도,화성시,우정읍,주곡리,55.4,53.6,57.8
4159025628,2023-01-31,경기도,화성시,우정읍,이화리,52.4,49,57.8
4159025629,2023-01-31,경기도,화성시,우정읍,석천리,56.1,53.2,60.1
4159025630,2023-01-31,경기도,화성시,우정읍,매향리,56.4,54,59.3
4159025631,2023-01-31,경기도,화성시,우정읍,화산리,45.8,45.7,46
4159025632,2023-01-31,경기도,화성시,우정읍,조암리,44,43.1,45.1
4159025633,2023-01-31,경기도,화성시,우정읍,국화리,60.7,60.6,60.8
4159025921,2023-01-31,경기도,화성시,향남읍,평리,48.3,46.8,50.1
4159025922,2023-01-31,경기도,화성시,향남읍,발안리,41.6,40.5,42.9
4159025923,2023-01-31,경기도,화성시,향남읍,제암리,54.2,53.3,55.1
4159025924,2023-01-31,경기도,화성시,향남읍,상신리,38,38,38.2
4159025925,2023-01-31,경기도,화성시,향남읍,구문천리,43.9,42.5,47.6
4159025926,2023-01-31,경기도,화성시,향남읍,하길리,35,34.9,35.1
4159025927,2023-01-31,경기도,화성시,향남읍,화리현리,52.8,51.7,54.4
4159025928,2023-01-31,경기도,화성시,향남읍,상두리,61,58.8,63.7
4159025929,2023-01-31,경기도,화성시,향남읍,백토리,52.3,49.8,55.9
4159025930,2023-01-31,경기도,화성시,향남읍,길성리,53.6,52.4,55.6
4159025931,2023-01-31,경기도,화성시,향남읍,요리,54.1,52.8,56.2
4159025932,2023-01-31,경기도,화성시,향남읍,수직리,52.5,49.8,55.7
4159025933,2023-01-31,경기도,화성시,향남읍,갈천리,58,55.4,61.4
4159025934,2023-01-31,경기도,화성시,향남읍,증거리,52.5,51.3,54.4
4159025935,2023-01-31,경기도,화성시,향남읍,송곡리,54.9,53.1,58.2
4159025936,2023-01-31,경기도,화성시,향남읍,동오리,52.6,51,56.3
4159025937,2023-01-31,경기도,화성시,향남읍,관리,47.1,46.4,48
4159025938,2023-01-31,경기도,화성시,향남읍,도이리,50.7,48.7,53
4159025939,2023-01-31,경기도,화성시,향남읍,행정리,37.1,36.7,37.6
4159025940,2023-01-31,경기도,화성시,향남읍,방축리,50.8,50,51.8
4159025941,2023-01-31,경기도,화성시,향남읍,장짐리,44.9,44.3,45.5
4159026200,2023-01-31,경기도,화성시,남양읍,남양읍,68,73,63
4159026221,2023-01-31,경기도,화성시,남양읍,남양리,39.4,38.7,40.2
4159026222,2023-01-31,경기도,화성시,남양읍,신남리,40.2,39.7,40.7
4159026223,2023-01-31,경기도,화성시,남양읍,장덕리,53.1,51.4,55.4
4159026224,2023-01-31,경기도,화성시,남양읍,안석리,53,51.4,55.1
4159026225,2023-01-31,경기도,화성시,남양읍,활초리,47.7,47,48.6
4159026226,2023-01-31,경기도,화성시,남양읍,온석리,54.3,51.6,58.9
4159026227,2023-01-31,경기도,화성시,남양읍,무송리,47.5,46.4,49.1
4159026228,2023-01-31,경기도,화성시,남양읍,북양리,53.6,50,59.5
4159026229,2023-01-31,경기도,화성시,남양읍,송림리,56.5,54.9,58.6
4159026230,2023-01-31,경기도,화성시,남양읍,수화리,57.6,55.8,59.7
4159026231,2023-01-31,경기도,화성시,남양읍,장전리,57.9,55.9,60.2
4159026232,2023-01-31,경기도,화성시,남양읍,신외리,57.1,54.6,60
4159026233,2023-01-31,경기도,화성시,남양읍,문호리,60.6,58.8,63.7
4159026234,2023-01-31,경기도,화성시,남양읍,시리,58.9,56.6,61.8
4159026235,2023-01-31,경기도,화성시,남양읍,원천리,58.4,54.9,62.3
4159031000,2023-01-31,경기도,화성시,매송면,매송면,32,32.5,31.5
4159031021,2023-01-31,경기도,화성시,매송면,천천리,50.6,48.9,52.5
4159031022,2023-01-31,경기도,화성시,매송면,원평리,48.4,47.1,49.8
4159031023,2023-01-31,경기도,화성시,매송면,어천리,54.7,52.3,57.6
4159031024,2023-01-31,경기도,화성시,매송면,숙곡리,54.6,53.7,55.7
4159031025,2023-01-31,경기도,화성시,매송면,야목리,52.7,51,54.8
4159031026,2023-01-31,경기도,화성시,매송면,송라리,55.9,54.1,58.2
4159031027,2023-01-31,경기도,화성시,매송면,원리,58.5,56.2,61.1
4159032021,2023-01-31,경기도,화성시,비봉면,양노리,46.5,45.4,48.1
4159032022,2023-01-31,경기도,화성시,비봉면,남전리,59.8,56.9,63.3
4159032023,2023-01-31,경기도,화성시,비봉면,유포리,58.3,56.3,60.6
4159032024,2023-01-31,경기도,화성시,비봉면,삼화리,51.9,51.2,52.7
4159032025,2023-01-31,경기도,화성시,비봉면,구포리,49.7,48.3,51.7
4159032026,2023-01-31,경기도,화성시,비봉면,쌍학리,58.9,55.3,63.6
4159032027,2023-01-31,경기도,화성시,비봉면,청요리,58,57.8,58.2
4159032028,2023-01-31,경기도,화성시,비봉면,자안리,56.5,54.4,59.8
4159033021,2023-01-31,경기도,화성시,마도면,석교리,48.8,47.6,50.5
4159033022,2023-01-31,경기도,화성시,마도면,두곡리,48.3,47.2,49.7
4159033023,2023-01-31,경기도,화성시,마도면,송정리,56.3,54.8,58.3
4159033024,2023-01-31,경기도,화성시,마도면,쌍송리,48.2,46.4,54
4159033025,2023-01-31,경기도,화성시,마도면,청원리,51.3,49.6,54.4
4159033026,2023-01-31,경기도,화성시,마도면,슬항리,56.5,54.7,58.9
4159033027,2023-01-31,경기도,화성시,마도면,해문리,55.9,54.8,57.1
4159033028,2023-01-31,경기도,화성시,마도면,백곡리,53.9,52,56.4
4159033029,2023-01-31,경기도,화성시,마도면,금당리,55.2,54.1,56.5
4159033030,2023-01-31,경기도,화성시,마도면,고모리,54.8,53.7,55.9
4159034021,2023-01-31,경기도,화성시,송산면,사강리,47.6,46.4,48.9
4159034022,2023-01-31,경기도,화성시,송산면,봉가리,50.9,49.1,53.5
4159034023,2023-01-31,경기도,화성시,송산면,삼존리,51.7,49.3,55
4159034024,2023-01-31,경기도,화성시,송산면,용포리,59.3,57.5,61.7
4159034025,2023-01-31,경기도,화성시,송산면,고정리,59.1,56.7,61.9
4159034026,2023-01-31,경기도,화성시,송산면,쌍정리,55,53,57.9
4159034027,2023-01-31,경기도,화성시,송산면,천등리,58.6,55.5,62.1
4159034028,2023-01-31,경기도,화성시,송산면,신천리,62.1,60.3,64.4
4159034029,2023-01-31,경기도,화성시,송산면,독지리,57.2,54.9,60.1
4159034030,2023-01-31,경기도,화성시,송산면,마산리,56.6,55,58.4
4159034031,2023-01-31,경기도,화성시,송산면,고포리,58.2,55.6,61.6
4159034032,2023-01-31,경기도,화성시,송산면,지화리,57.5,54.9,60.6
4159034033,2023-01-31,경기도,화성시,송산면,중송리,55.5,53.7,58
4159034034,2023-01-31,경기도,화성시,송산면,육일리,48.6,48.4,49
4159034035,2023-01-31,경기도,화성시,송산면,칠곡리,55.6,54.5,57.3
4159035021,2023-01-31,경기도,화성시,서신면,전곡리,57.2,55.4,60.2
4159035022,2023-01-31,경기도,화성시,서신면,상안리,52.5,51.4,53.9
4159035023,2023-01-31,경기도,화성시,서신면,광평리,55.6,54,57.5
4159035024,2023-01-31,경기도,화성시,서신면,장외리,55.2,53.6,57.2
4159035025,2023-01-31,경기도,화성시,서신면,송교리,56.4,55.5,57.6
4159035026,2023-01-31,경기도,화성시,서신면,제부리,57.3,56,58.8
4159035027,2023-01-31,경기도,화성시,서신면,홍법리,59.5,56.6,62.4
4159035028,2023-01-31,경기도,화성시,서신면,사곳리,58.8,55.7,62.4
4159035029,2023-01-31,경기도,화성시,서신면,매화리,54.7,52.8,57
4159035030,2023-01-31,경기도,화성시,서신면,용두리,58.1,56.7,59.7
4159035031,2023-01-31,경기도,화성시,서신면,궁평리,55.8,54.7,57.2
4159035032,2023-01-31,경기도,화성시,서신면,백미리,53,51.2,55.6
4159036000,2023-01-31,경기도,화성시,팔탄면,팔탄면,43.5,43.5,0
4159036021,2023-01-31,경기도,화성시,팔탄면,하저리,52.7,49.6,57.1
4159036022,2023-01-31,경기도,화성시,팔탄면,창곡리,54.9,53.2,58
4159036023,2023-01-31,경기도,화성시,팔탄면,기천리,54.1,52.7,55.5
4159036024,2023-01-31,경기도,화성시,팔탄면,가재리,49.5,47.8,51.9
4159036025,2023-01-31,경기도,화성시,팔탄면,구장리,48.7,48.1,49.8
4159036026,2023-01-31,경기도,화성시,팔탄면,율암리,51.8,50.8,54.1
4159036027,2023-01-31,경기도,화성시,팔탄면,노하리,55.7,53.5,58.8
4159036028,2023-01-31,경기도,화성시,팔탄면,덕천리,53.7,52.4,55.5
4159036029,2023-01-31,경기도,화성시,팔탄면,지월리,56.4,55.2,58.3
4159036030,2023-01-31,경기도,화성시,팔탄면,덕우리,53.4,51.4,57.4
4159036031,2023-01-31,경기도,화성시,팔탄면,서근리,51.9,51.6,52.4
4159036032,2023-01-31,경기도,화성시,팔탄면,월문리,52.4,51.1,54.2
4159036033,2023-01-31,경기도,화성시,팔탄면,화당리,47.7,47.1,48.6
4159036034,2023-01-31,경기도,화성시,팔탄면,고주리,50.1,48.2,53.1
4159036035,2023-01-31,경기도,화성시,팔탄면,매곡리,54,52.1,56.9
4159036036,2023-01-31,경기도,화성시,팔탄면,해창리,54.6,52.2,58.3
4159037021,2023-01-31,경기도,화성시,장안면,어은리,49.3,47.7,51.8
4159037022,2023-01-31,경기도,화성시,장안면,석포리,53,51.4,55.8
4159037023,2023-01-31,경기도,화성시,장안면,수촌리,51.8,50,55.1
4159037024,2023-01-31,경기도,화성시,장안면,독정리,55.1,53.4,57.7
4159037025,2023-01-31,경기도,화성시,장안면,장안리,56.8,54.5,59.5
4159037026,2023-01-31,경기도,화성시,장안면,덕다리,58.3,55.8,61.6
4159037027,2023-01-31,경기도,화성시,장안면,사랑리,54.2,53.4,55.3
4159037028,2023-01-31,경기도,화성시,장안면,금의리,56,52.2,61.9
4159037029,2023-01-31,경기도,화성시,장안면,사곡리,46.5,45.4,47.6
4159037030,2023-01-31,경기도,화성시,장안면,노진리,57,55.4,58.8
4159040021,2023-01-31,경기도,화성시,양감면,신왕리,51.5,50.8,52.6
4159040022,2023-01-31,경기도,화성시,양감면,사창리,55.8,53.7,59.6
4159040023,2023-01-31,경기도,화성시,양감면,정문리,58.5,56,62.1
4159040024,2023-01-31,경기도,화성시,양감면,송산리,51.2,49.7,53.9
4159040025,2023-01-31,경기도,화성시,양감면,용소리,56.9,55.3,59.2
4159040026,2023-01-31,경기도,화성시,양감면,요당리,53.8,50.8,59.8
4159040027,2023-01-31,경기도,화성시,양감면,대양리,51.6,49.7,54.4
4159041021,2023-01-31,경기도,화성시,정남면,발산리,44.9,43.9,46.2
4159041022,2023-01-31,경기도,화성시,정남면,괘랑리,51.9,50,54.3
4159041023,2023-01-31,경기도,화성시,정남면,보통리,49.8,48.9,51.7
4159041024,2023-01-31,경기도,화성시,정남면,관항리,55.2,51.8,58.9
4159041025,2023-01-31,경기도,화성시,정남면,오일리,54.3,52.6,57.1
4159041026,2023-01-31,경기도,화성시,정남면,백리,54.7,53,57.6
4159041027,2023-01-31,경기도,화성시,정남면,문학리,53.4,50.1,57.7
4159041028,2023-01-31,경기도,화성시,정남면,신리,50.4,50,51.1
4159041029,2023-01-31,경기도,화성시,정남면,계향리,53.4,51,56.8
4159041030,2023-01-31,경기도,화성시,정남면,귀래리,55.4,52.3,60.7
4159041031,2023-01-31,경기도,화성시,정남면,제기리,52.6,52,53.4
4159041032,2023-01-31,경기도,화성시,정남면,덕절리,47.3,46.4,48.6
4159041033,2023-01-31,경기도,화성시,정남면,음양리,52.3,50,55.9
4159041034,2023-01-31,경기도,화성시,정남면,망월리,54.7,52,58.5
4159041035,2023-01-31,경기도,화성시,정남면,수면리,50.3,50.1,50.4
4159041036,2023-01-31,경기도,화성시,정남면,내리,56,54.5,58
4159041037,2023-01-31,경기도,화성시,정남면,금복리,54,54,54
4159041038,2023-01-31,경기도,화성시,정남면,고지리,50.8,48.6,53.6
4159041039,2023-01-31,경기도,화성시,정남면,용수리,54.4,52.4,57.3
4161010100,2023-01-31,경기도,광주시,경안동,경안동,44.5,43.4,45.7
4161010200,2023-01-31,경기도,광주시,쌍령동,쌍령동,41.5,40.9,42.2
4161010300,2023-01-31,경기도,광주시,송정동,송정동,44.6,44,45.1
4161010400,2023-01-31,경기도,광주시,회덕동,회덕동,43.1,42.7,43.5
4161010500,2023-01-31,경기도,광주시,탄벌동,탄벌동,42.6,42.1,43.1
4161010600,2023-01-31,경기도,광주시,목현동,목현동,45.6,44.8,46.4
4161010700,2023-01-31,경기도,광주시,삼동,삼동,46.7,45.7,47.7
4161010800,2023-01-31,경기도,광주시,중대동,중대동,46.9,46.2,47.6
4161010900,2023-01-31,경기도,광주시,직동,직동,49.2,49.1,49.2
4161011000,2023-01-31,경기도,광주시,태전동,태전동,38,37.6,38.5
4161011100,2023-01-31,경기도,광주시,장지동,장지동,42.2,41.6,42.8
4161011200,2023-01-31,경기도,광주시,역동,역동,38.7,38.3,39.2
4161011300,2023-01-31,경기도,광주시,목동,목동,50.9,50,52
4161011400,2023-01-31,경기도,광주시,고산동,고산동,38.5,38.4,38.6
4161011500,2023-01-31,경기도,광주시,신현동,신현동,41.7,40.7,42.7
4161011600,2023-01-31,경기도,광주시,능평동,능평동,42.8,41.7,43.8
4161011700,2023-01-31,경기도,광주시,문형동,문형동,45.5,44.5,46.7
4161011800,2023-01-31,경기도,광주시,추자동,추자동,43.1,42.6,43.6
4161011900,2023-01-31,경기도,광주시,매산동,매산동,43.7,42.8,44.7
4161012000,2023-01-31,경기도,광주시,양벌동,양벌동,40.6,40.2,40.9
4161025321,2023-01-31,경기도,광주시,초월읍,대쌍령리,43.6,42.9,44.3
4161025322,2023-01-31,경기도,광주시,초월읍,쌍동리,41,40.7,41.3
4161025323,2023-01-31,경기도,광주시,초월읍,산이리,42.1,41.5,42.8
4161025324,2023-01-31,경기도,광주시,초월읍,늑현리,46.3,45.1,47.6
4161025325,2023-01-31,경기도,광주시,초월읍,학동리,50.8,50,52
4161025326,2023-01-31,경기도,광주시,초월읍,선동리,52.1,51.9,52.6
4161025327,2023-01-31,경기도,광주시,초월읍,용수리,47,46.8,47.3
4161025328,2023-01-31,경기도,광주시,초월읍,신월리,45.3,44.2,47.1
4161025329,2023-01-31,경기도,광주시,초월읍,지월리,45.1,44.4,45.9
4161025330,2023-01-31,경기도,광주시,초월읍,무갑리,52.3,50.2,55
4161025331,2023-01-31,경기도,광주시,초월읍,서하리,52.7,52,53.6
4161025332,2023-01-31,경기도,광주시,초월읍,도평리,41.3,41.1,41.6
4161025921,2023-01-31,경기도,광주시,곤지암읍,곤지암리,44.3,43.3,45.3
4161025922,2023-01-31,경기도,광주시,곤지암읍,수양리,53.6,52.5,54.8
4161025923,2023-01-31,경기도,광주시,곤지암읍,신촌리,52.6,52.1,53.3
4161025924,2023-01-31,경기도,광주시,곤지암읍,봉현리,57.2,56.1,58.3
4161025925,2023-01-31,경기도,광주시,곤지암읍,부항리,56.5,55.8,57.4
4161025926,2023-01-31,경기도,광주시,곤지암읍,이선리,55.8,54,58.2
4161025927,2023-01-31,경기도,광주시,곤지암읍,만선리,53,52.1,54.1
4161025928,2023-01-31,경기도,광주시,곤지암읍,유사리,54.3,55,53.4
4161025929,2023-01-31,경기도,광주시,곤지암읍,삼합리,54.6,53.9,55.6
4161025930,2023-01-31,경기도,광주시,곤지암읍,건업리,55.5,54.4,57
4161025931,2023-01-31,경기도,광주시,곤지암읍,장심리,52.5,51.6,53.5
4161025932,2023-01-31,경기도,광주시,곤지암읍,연곡리,49.3,48.6,50.1
4161025933,2023-01-31,경기도,광주시,곤지암읍,오향리,49.8,50,49.6
4161025934,2023-01-31,경기도,광주시,곤지암읍,열미리,49.4,49.5,49.3
4161025935,2023-01-31,경기도,광주시,곤지암읍,신대리,51.7,50.4,53.6
4161025936,2023-01-31,경기도,광주시,곤지암읍,삼리,42.8,41.7,44
4161033021,2023-01-31,경기도,광주시,도척면,노곡리,50.1,49.5,50.9
4161033022,2023-01-31,경기도,광주시,도척면,유정리,55.6,52.8,59
4161033023,2023-01-31,경기도,광주시,도척면,방도리,54,53.7,54.4
4161033024,2023-01-31,경기도,광주시,도척면,추곡리,56.2,55.6,56.9
4161033025,2023-01-31,경기도,광주시,도척면,상림리,55.1,52.8,57.7
4161033026,2023-01-31,경기도,광주시,도척면,도웅리,48.4,47.1,49.8
4161033027,2023-01-31,경기도,광주시,도척면,궁평리,48.3,47.1,49.8
4161033028,2023-01-31,경기도,광주시,도척면,진우리,47.5,47.3,47.7
4161034021,2023-01-31,경기도,광주시,퇴촌면,광동리,50.3,48.9,51.7
4161034022,2023-01-31,경기도,광주시,퇴촌면,관음리,49.3,48.3,50.3
4161034023,2023-01-31,경기도,광주시,퇴촌면,우산리,55.9,54.4,57.5
4161034024,2023-01-31,경기도,광주시,퇴촌면,영동리,56.8,56.3,57.5
4161034025,2023-01-31,경기도,광주시,퇴촌면,도수리,46.2,45.2,47.2
4161034026,2023-01-31,경기도,광주시,퇴촌면,오리,56.5,56.4,56.5
4161034027,2023-01-31,경기도,광주시,퇴촌면,도마리,58,57.9,58
4161034028,2023-01-31,경기도,광주시,퇴촌면,무수리,64.9,62.6,67.7
4161034029,2023-01-31,경기도,광주시,퇴촌면,원당리,45.9,45.4,46.3
4161034030,2023-01-31,경기도,광주시,퇴촌면,정지리,55.7,53.6,58.2
4161035021,2023-01-31,경기도,광주시,남종면,분원리,54,54,54
4161035022,2023-01-31,경기도,광주시,남종면,금사리,55.7,51.7,59.9
4161035023,2023-01-31,경기도,광주시,남종면,이석리,60.6,59,62.6
4161035024,2023-01-31,경기도,광주시,남종면,삼성리,55.6,55.7,55.6
4161035025,2023-01-31,경기도,광주시,남종면,귀여리,59.7,58.3,61.2
4161035026,2023-01-31,경기도,광주시,남종면,검천리,63.1,62.2,64.1
4161035027,2023-01-31,경기도,광주시,남종면,수청리,59.1,57,61.9
4161037021,2023-01-31,경기도,광주시,남한산성면,산성리,50,50.1,50
4161037022,2023-01-31,경기도,광주시,남한산성면,엄미리,58.4,58,59
4161037023,2023-01-31,경기도,광주시,남한산성면,광지원리,53.9,53.4,54.3
4161037024,2023-01-31,경기도,광주시,남한산성면,상번천리,56.4,55.4,57.5
4161037025,2023-01-31,경기도,광주시,남한산성면,하번천리,57.3,54.1,60.9
4161037026,2023-01-31,경기도,광주시,남한산성면,오전리,55,53.7,56.5
4161037027,2023-01-31,경기도,광주시,남한산성면,불당리,42.6,42.4,42.8
4161037028,2023-01-31,경기도,광주시,남한산성면,검복리,47.7,44.9,51.1
4163010100,2023-01-31,경기도,양주시,유양동,유양동,54.9,53.9,56.1
4163010200,2023-01-31,경기도,양주시,어둔동,어둔동,55.6,53.8,57.7
4163010300,2023-01-31,경기도,양주시,남방동,남방동,56.5,54.2,59
4163010400,2023-01-31,경기도,양주시,마전동,마전동,57.6,56.6,58.8
4163010500,2023-01-31,경기도,양주시,산북동,산북동,50.6,49,52.1
4163010600,2023-01-31,경기도,양주시,광사동,광사동,40.7,40.3,41.2
4163010700,2023-01-31,경기도,양주시,만송동,만송동,46.1,44.6,47.4
4163010800,2023-01-31,경기도,양주시,삼숭동,삼숭동,41.5,40.6,42.5
4163010900,2023-01-31,경기도,양주시,고읍동,고읍동,40.6,39.9,41.2
4163011000,2023-01-31,경기도,양주시,덕정동,덕정동,42.3,41.4,43.2
4163011100,2023-01-31,경기도,양주시,봉양동,봉양동,50.8,47.2,57
4163011200,2023-01-31,경기도,양주시,회암동,회암동,52.2,50.8,54.1
4163011300,2023-01-31,경기도,양주시,율정동,율정동,50,48.2,52.7
4163011400,2023-01-31,경기도,양주시,옥정동,옥정동,36.9,36.6,37.2
4163011500,2023-01-31,경기도,양주시,고암동,고암동,43.4,42.3,44.6
4163011600,2023-01-31,경기도,양주시,덕계동,덕계동,44.5,43.6,45.3
4163011700,2023-01-31,경기도,양주시,회정동,회정동,44.8,43.8,45.8
4163025021,2023-01-31,경기도,양주시,백석읍,방성리,50.3,49,51.8
4163025022,2023-01-31,경기도,양주시,백석읍,오산리,48.7,47.6,49.8
4163025023,2023-01-31,경기도,양주시,백석읍,복지리,45.2,44.2,46.1
4163025024,2023-01-31,경기도,양주시,백석읍,가업리,47.3,46,48.5
4163025025,2023-01-31,경기도,양주시,백석읍,홍죽리,55.4,53.5,57.7
4163025026,2023-01-31,경기도,양주시,백석읍,연곡리,54.1,51.6,57
4163025027,2023-01-31,경기도,양주시,백석읍,기산리,62.4,59.9,65.6
4163031021,2023-01-31,경기도,양주시,은현면,용암리,49.8,47.8,52.6
4163031022,2023-01-31,경기도,양주시,은현면,선암리,52.7,51.7,54
4163031023,2023-01-31,경기도,양주시,은현면,운암리,55.2,54.2,56.5
4163031024,2023-01-31,경기도,양주시,은현면,봉암리,54.7,53.4,56.5
4163031025,2023-01-31,경기도,양주시,은현면,하패리,55.1,53.1,57.7
4163031026,2023-01-31,경기도,양주시,은현면,도하리,54.6,53.6,56
4163032021,2023-01-31,경기도,양주시,남면,신산리,44.7,43.2,46.6
4163032022,2023-01-31,경기도,양주시,남면,신암리,55.8,53.2,59.1
4163032023,2023-01-31,경기도,양주시,남면,매곡리,48.7,52.8,45.4
4163032024,2023-01-31,경기도,양주시,남면,구암리,54.7,52.4,57.9
4163032025,2023-01-31,경기도,양주시,남면,두곡리,61.2,56.7,66.7
4163032026,2023-01-31,경기도,양주시,남면,경신리,55.7,54.7,57.5
4163032027,2023-01-31,경기도,양주시,남면,상수리,54.9,52.7,57.9
4163032028,2023-01-31,경기도,양주시,남면,입암리,54.7,53.4,56.6
4163032029,2023-01-31,경기도,양주시,남면,한산리,54.4,53,56.1
4163032030,2023-01-31,경기도,양주시,남면,황방리,56.8,56.9,56.7
4163033021,2023-01-31,경기도,양주시,광적면,가납리,46.3,45.9,46.8
4163033022,2023-01-31,경기도,양주시,광적면,광석리,50.5,49.1,52
4163033023,2023-01-31,경기도,양주시,광적면,우고리,54.6,53.6,55.5
4163033024,2023-01-31,경기도,양주시,광적면,비암리,58,55.9,60.1
4163033025,2023-01-31,경기도,양주시,광적면,효촌리,57.2,56.4,58.3
4163033026,2023-01-31,경기도,양주시,광적면,덕도리,55,53.9,56.7
4163033027,2023-01-31,경기도,양주시,광적면,석우리,50,48.4,52.2
4163034021,2023-01-31,경기도,양주시,장흥면,교현리,43.4,42.3,45
4163034022,2023-01-31,경기도,양주시,장흥면,울대리,42.8,41,45.1
4163034023,2023-01-31,경기도,양주시,장흥면,부곡리,53.6,51.3,55.9
4163034024,2023-01-31,경기도,양주시,장흥면,석현리,57.9,56.8,59.1
4163034025,2023-01-31,경기도,양주시,장흥면,일영리,52.9,51,54.8
4163034026,2023-01-31,경기도,양주시,장흥면,삼상리,54.8,53.6,56.3
4163034027,2023-01-31,경기도,양주시,장흥면,삼하리,56.6,56.1,57.3
4165010100,2023-01-31,경기도,포천시,신읍동,신읍동,45.6,44.4,46.9
4165010200,2023-01-31,경기도,포천시,어룡동,어룡동,45.9,44.5,47.3
4165010300,2023-01-31,경기도,포천시,자작동,자작동,54.7,51.5,58.3
4165010400,2023-01-31,경기도,포천시,선단동,선단동,45.7,45.1,46.4
4165010500,2023-01-31,경기도,포천시,설운동,설운동,50.4,49,52.6
4165010600,2023-01-31,경기도,포천시,동교동,동교동,55.5,54,57.5
4165025021,2023-01-31,경기도,포천시,소흘읍,송우리,42.6,41.7,43.4
4165025022,2023-01-31,경기도,포천시,소흘읍,이동교리,46.3,45.1,47.7
4165025023,2023-01-31,경기도,포천시,소흘읍,무림리,50.7,50,51.4
4165025024,2023-01-31,경기도,포천시,소흘읍,이곡리,54,52.8,55.4
4165025025,2023-01-31,경기도,포천시,소흘읍,직동리,53.6,53.2,54
4165025026,2023-01-31,경기도,포천시,소흘읍,고모리,55.3,54.1,56.7
4165025027,2023-01-31,경기도,포천시,소흘읍,이가팔리,49.6,49.3,49.9
4165025028,2023-01-31,경기도,포천시,소흘읍,초가팔리,45.2,44.2,46.4
4165025029,2023-01-31,경기도,포천시,소흘읍,무봉리,55.4,54.6,56.5
4165031021,2023-01-31,경기도,포천시,군내면,구읍리,41,40.2,41.9
4165031022,2023-01-31,경기도,포천시,군내면,용정리,46.7,46.1,47.6
4165031023,2023-01-31,경기도,포천시,군내면,유교리,54.2,52.6,56.4
4165031024,2023-01-31,경기도,포천시,군내면,좌의리,56.8,55.9,58.1
4165031025,2023-01-31,경기도,포천시,군내면,명산리,58,55.1,61.5
4165031026,2023-01-31,경기도,포천시,군내면,직두리,55.3,54.1,56.8
4165031027,2023-01-31,경기도,포천시,군내면,상성북리,53.3,52.8,54
4165031028,2023-01-31,경기도,포천시,군내면,하성북리,52.1,50.5,53.9
4165032021,2023-01-31,경기도,포천시,내촌면,진목리,56.8,55.7,58.4
