법정동코드,기준연월,시도명,시군구명,읍면동명,리명,전체 평균연령,남자 평균연령,여자 평균연령
1111010100,2023-01-31,서울특별시,종로구,청운동,청운동,43.2,40.8,45.6
1111010200,2023-01-31,서울특별시,종로구,신교동,신교동,43.9,42,45.4
1111010300,2023-01-31,서울특별시,종로구,궁정동,궁정동,41,39.4,42.2
1111010400,2023-01-31,서울특별시,종로구,효자동,효자동,45.2,45.1,45.2
1111010500,2023-01-31,서울특별시,종로구,창성동,창성동,47,47,47
1111010600,2023-01-31,서울특별시,종로구,통의동,통의동,45,43.1,46.8
1111010700,2023-01-31,서울특별시,종로구,적선동,적선동,55.1,57.2,53.1
1111010800,2023-01-31,서울특별시,종로구,통인동,통인동,48.7,47.8,49.4
1111010900,2023-01-31,서울특별시,종로구,누상동,누상동,44.1,43.3,44.8
1111011000,2023-01-31,서울특별시,종로구,누하동,누하동,46.6,44.8,48
1111011100,2023-01-31,서울특별시,종로구,옥인동,옥인동,44.3,42.8,45.6
1111011200,2023-01-31,서울특별시,종로구,체부동,체부동,48.3,45.7,50.9
1111011300,2023-01-31,서울특별시,종로구,필운동,필운동,45.1,45,45.2
1111011400,2023-01-31,서울특별시,종로구,내자동,내자동,54.8,54.5,55.1
1111011500,2023-01-31,서울특별시,종로구,사직동,사직동,46.1,46,46.2
1111011600,2023-01-31,서울특별시,종로구,도렴동,도렴동,49.5,49.5,0
1111011700,2023-01-31,서울특별시,종로구,당주동,당주동,46.9,45.6,48
1111011800,2023-01-31,서울특별시,종로구,내수동,내수동,44.8,45.2,44.6
1111012000,2023-01-31,서울특별시,종로구,신문로1가,신문로1가,45.3,41.2,50
1111012100,2023-01-31,서울특별시,종로구,신문로2가,신문로2가,45,44.2,45.8
1111012200,2023-01-31,서울특별시,종로구,청진동,청진동,55.7,56.1,54.7
1111012300,2023-01-31,서울특별시,종로구,서린동,서린동,51,51,0
1111012400,2023-01-31,서울특별시,종로구,수송동,수송동,49.3,47.9,50.5
1111012500,2023-01-31,서울특별시,종로구,중학동,중학동,59.5,53.5,77.5
1111012600,2023-01-31,서울특별시,종로구,종로1가,종로1가,47,48,45.8
1111012700,2023-01-31,서울특별시,종로구,공평동,공평동,72.5,72.5,0
1111012800,2023-01-31,서울특별시,종로구,관훈동,관훈동,58.3,56.8,60.9
1111012900,2023-01-31,서울특별시,종로구,견지동,견지동,45.6,46.3,45
1111013000,2023-01-31,서울특별시,종로구,와룡동,와룡동,56.8,58.2,55.2
1111013100,2023-01-31,서울특별시,종로구,권농동,권농동,55.1,51.6,59.4
1111013200,2023-01-31,서울특별시,종로구,운니동,운니동,45.5,44.1,47.3
1111013300,2023-01-31,서울특별시,종로구,익선동,익선동,46.9,45.9,48.2
1111013400,2023-01-31,서울특별시,종로구,경운동,경운동,46.5,46.4,46.7
1111013500,2023-01-31,서울특별시,종로구,관철동,관철동,43.2,44.4,40.3
1111013600,2023-01-31,서울특별시,종로구,인사동,인사동,59.9,61.6,57.5
1111013700,2023-01-31,서울특별시,종로구,낙원동,낙원동,54,54.6,53
1111013800,2023-01-31,서울특별시,종로구,종로2가,종로2가,55.4,52.9,60.9
1111013900,2023-01-31,서울특별시,종로구,팔판동,팔판동,51.9,51.9,51.9
1111014000,2023-01-31,서울특별시,종로구,삼청동,삼청동,47.2,46.1,48.2
1111014100,2023-01-31,서울특별시,종로구,안국동,안국동,51.7,51.9,51.6
1111014200,2023-01-31,서울특별시,종로구,소격동,소격동,50.8,46.7,54.9
1111014300,2023-01-31,서울특별시,종로구,화동,화동,47.6,46.5,48.5
1111014400,2023-01-31,서울특별시,종로구,사간동,사간동,49.4,48.9,49.9
1111014600,2023-01-31,서울특별시,종로구,가회동,가회동,48.1,46.5,49.5
1111014700,2023-01-31,서울특별시,종로구,재동,재동,52.3,47.8,56.8
1111014800,2023-01-31,서울특별시,종로구,계동,계동,47.8,45.7,49.6
1111014900,2023-01-31,서울특별시,종로구,원서동,원서동,46.3,45.6,46.9
1111015100,2023-01-31,서울특별시,종로구,묘동,묘동,62.8,62.6,63.8
1111015200,2023-01-31,서울특별시,종로구,봉익동,봉익동,58.4,60.2,54.4
1111015300,2023-01-31,서울특별시,종로구,돈의동,돈의동,63,62.9,63.6
1111015400,2023-01-31,서울특별시,종로구,장사동,장사동,59.3,57.5,67
1111015500,2023-01-31,서울특별시,종로구,관수동,관수동,44.8,46.9,38.9
1111015600,2023-01-31,서울특별시,종로구,종로3가,종로3가,51.5,50.7,55
1111015700,2023-01-31,서울특별시,종로구,인의동,인의동,43.2,43.5,43
1111015800,2023-01-31,서울특별시,종로구,예지동,예지동,60.1,55.3,67.1
1111015900,2023-01-31,서울특별시,종로구,원남동,원남동,43.9,45.7,42.5
1111016000,2023-01-31,서울특별시,종로구,연지동,연지동,37.4,40.2,34.5
1111016100,2023-01-31,서울특별시,종로구,종로4가,종로4가,52.7,57.2,48.8
1111016200,2023-01-31,서울특별시,종로구,효제동,효제동,41.3,42.9,39.6
1111016300,2023-01-31,서울특별시,종로구,종로5가,종로5가,56.8,57.2,56.1
1111016400,2023-01-31,서울특별시,종로구,종로6가,종로6가,52.1,53.1,51
1111016500,2023-01-31,서울특별시,종로구,이화동,이화동,47.2,46.5,47.9
1111016600,2023-01-31,서울특별시,종로구,연건동,연건동,40.9,39.6,42.1
1111016700,2023-01-31,서울특별시,종로구,충신동,충신동,48.2,47.9,48.5
1111016800,2023-01-31,서울특별시,종로구,동숭동,동숭동,45.5,45,46
1111016900,2023-01-31,서울특별시,종로구,혜화동,혜화동,42.2,41.6,42.8
1111017000,2023-01-31,서울특별시,종로구,명륜1가,명륜1가,41.7,40.2,43
1111017100,2023-01-31,서울특별시,종로구,명륜2가,명륜2가,41.3,40.6,41.9
1111017200,2023-01-31,서울특별시,종로구,명륜4가,명륜4가,42.4,41.5,43.2
1111017300,2023-01-31,서울특별시,종로구,명륜3가,명륜3가,43.1,41.5,44.8
1111017400,2023-01-31,서울특별시,종로구,창신동,창신동,48.8,47.9,49.8
1111017500,2023-01-31,서울특별시,종로구,숭인동,숭인동,45.7,46,45.3
1111017600,2023-01-31,서울특별시,종로구,교남동,교남동,42.7,43.4,41.9
1111017700,2023-01-31,서울특별시,종로구,평동,평동,38.3,37.5,38.9
1111017800,2023-01-31,서울특별시,종로구,송월동,송월동,42.3,42.5,42.1
1111017900,2023-01-31,서울특별시,종로구,홍파동,홍파동,42,42,42.1
1111018000,2023-01-31,서울특별시,종로구,교북동,교북동,39.9,38.9,40.6
1111018100,2023-01-31,서울특별시,종로구,행촌동,행촌동,47.1,45.7,48.2
1111018200,2023-01-31,서울특별시,종로구,구기동,구기동,45.6,44.4,46.7
1111018300,2023-01-31,서울특별시,종로구,평창동,평창동,45.7,44.7,46.6
1111018400,2023-01-31,서울특별시,종로구,부암동,부암동,46.5,44.8,47.9
1111018500,2023-01-31,서울특별시,종로구,홍지동,홍지동,47.7,46.9,48.4
1111018600,2023-01-31,서울특별시,종로구,신영동,신영동,44.6,43.2,45.9
1111018700,2023-01-31,서울특별시,종로구,무악동,무악동,44.1,44,44.2
1114010100,2023-01-31,서울특별시,중구,무교동,무교동,66.1,67.7,63.8
1114010200,2023-01-31,서울특별시,중구,다동,다동,53.7,53.8,53.5
1114010300,2023-01-31,서울특별시,중구,태평로1가,태평로1가,59,59,59
1114010400,2023-01-31,서울특별시,중구,을지로1가,을지로1가,56.5,56.5,0
1114010500,2023-01-31,서울특별시,중구,을지로2가,을지로2가,47.4,48.1,45.4
1114010700,2023-01-31,서울특별시,중구,삼각동,삼각동,67.5,63.8,78.5
1114010900,2023-01-31,서울특별시,중구,장교동,장교동,62,55.5,68.5
1114011000,2023-01-31,서울특별시,중구,수표동,수표동,53.6,57.6,42.8
1114011100,2023-01-31,서울특별시,중구,소공동,소공동,71.5,71.5,0
1114011200,2023-01-31,서울특별시,중구,남창동,남창동,54.7,54,55.4
1114011300,2023-01-31,서울특별시,중구,북창동,북창동,53.5,53.9,52.7
1114011400,2023-01-31,서울특별시,중구,태평로2가,태평로2가,48.1,49.1,45.6
1114011500,2023-01-31,서울특별시,중구,남대문로2가,남대문로2가,63.5,63.5,0
1114011600,2023-01-31,서울특별시,중구,남대문로3가,남대문로3가,63.2,56.7,68.7
1114011700,2023-01-31,서울특별시,중구,남대문로4가,남대문로4가,49.8,37.5,74.5
1114011800,2023-01-31,서울특별시,중구,남대문로5가,남대문로5가,56.9,58.7,53
1114011900,2023-01-31,서울특별시,중구,봉래동1가,봉래동1가,55,55,0
1114012100,2023-01-31,서울특별시,중구,회현동1가,회현동1가,49.3,48.6,50
1114012200,2023-01-31,서울특별시,중구,회현동2가,회현동2가,47.4,47.4,47.3
1114012300,2023-01-31,서울특별시,중구,회현동3가,회현동3가,47.1,48.4,45
1114012400,2023-01-31,서울특별시,중구,충무로1가,충무로1가,48.7,55.8,31
1114012500,2023-01-31,서울특별시,중구,충무로2가,충무로2가,36,37.5,34.6
1114012600,2023-01-31,서울특별시,중구,명동1가,명동1가,52.5,53.7,50.1
1114012700,2023-01-31,서울특별시,중구,명동2가,명동2가,61.6,56,62.2
1114012800,2023-01-31,서울특별시,중구,남산동1가,남산동1가,52.1,49.5,55.1
1114012900,2023-01-31,서울특별시,중구,남산동2가,남산동2가,45.6,44.5,46.6
1114013000,2023-01-31,서울특별시,중구,남산동3가,남산동3가,49.7,49.7,49.7
1114013100,2023-01-31,서울특별시,중구,저동1가,저동1가,57.2,58.3,56.1
1114013200,2023-01-31,서울특별시,중구,충무로4가,충무로4가,47.8,47.6,48.1
1114013300,2023-01-31,서울특별시,중구,충무로5가,충무로5가,39.3,42.1,36.9
1114013400,2023-01-31,서울특별시,중구,인현동2가,인현동2가,52.1,49.4,55
1114013500,2023-01-31,서울특별시,중구,예관동,예관동,62.2,60.4,65.5
1114013600,2023-01-31,서울특별시,중구,묵정동,묵정동,43.1,42.1,44.1
1114013700,2023-01-31,서울특별시,중구,필동1가,필동1가,49.9,50.8,48.8
1114013800,2023-01-31,서울특별시,중구,필동2가,필동2가,48.8,47.8,50
1114013900,2023-01-31,서울특별시,중구,필동3가,필동3가,44.2,43.8,44.6
1114014000,2023-01-31,서울특별시,중구,남학동,남학동,55.7,53,58.5
1114014100,2023-01-31,서울특별시,중구,주자동,주자동,55.6,57.4,44.5
1114014200,2023-01-31,서울특별시,중구,예장동,예장동,44.1,43.3,44.8
1114014300,2023-01-31,서울특별시,중구,장충동1가,장충동1가,45.8,45,46.6
1114014400,2023-01-31,서울특별시,중구,장충동2가,장충동2가,43.1,40.9,45.7
1114014500,2023-01-31,서울특별시,중구,광희동1가,광희동1가,51.9,50.6,53.8
1114014600,2023-01-31,서울특별시,중구,광희동2가,광희동2가,47.7,47.1,48.3
1114014700,2023-01-31,서울특별시,중구,쌍림동,쌍림동,48.5,48.4,48.7
1114014800,2023-01-31,서울특별시,중구,을지로6가,을지로6가,43.6,48.5,38.2
1114014900,2023-01-31,서울특별시,중구,을지로7가,을지로7가,53.5,59.7,47.3
1114015000,2023-01-31,서울특별시,중구,을지로4가,을지로4가,50.2,53.2,44
1114015100,2023-01-31,서울특별시,중구,을지로5가,을지로5가,43.9,44.3,43.6
1114015200,2023-01-31,서울특별시,중구,주교동,주교동,56.6,56.3,57.5
1114015300,2023-01-31,서울특별시,중구,방산동,방산동,61.8,62.6,59
1114015400,2023-01-31,서울특별시,중구,오장동,오장동,37.5,41.9,33
1114015500,2023-01-31,서울특별시,중구,을지로3가,을지로3가,52.4,53.4,50
1114015600,2023-01-31,서울특별시,중구,입정동,입정동,64.6,62.5,69.5
1114015700,2023-01-31,서울특별시,중구,산림동,산림동,60.3,60.4,60.2
1114015800,2023-01-31,서울특별시,중구,충무로3가,충무로3가,45.2,48.3,38.8
1114015900,2023-01-31,서울특별시,중구,초동,초동,56.1,54.8,58.7
1114016000,2023-01-31,서울특별시,중구,인현동1가,인현동1가,62,61.8,62.2
1114016100,2023-01-31,서울특별시,중구,저동2가,저동2가,35.9,36.8,34.9
1114016200,2023-01-31,서울특별시,중구,신당동,신당동,46.9,45.8,47.8
1114016300,2023-01-31,서울특별시,중구,흥인동,흥인동,39.7,41.4,38.4
1114016400,2023-01-31,서울특별시,중구,무학동,무학동,45.2,47.7,42.7
1114016500,2023-01-31,서울특별시,중구,황학동,황학동,43.4,43.1,43.6
1114016600,2023-01-31,서울특별시,중구,서소문동,서소문동,56.3,55.5,57.5
1114016700,2023-01-31,서울특별시,중구,정동,정동,42.1,43.4,40.9
1114016800,2023-01-31,서울특별시,중구,순화동,순화동,40.4,40.7,40.2
1114016900,2023-01-31,서울특별시,중구,의주로1가,의주로1가,37,37.8,36.3
1114017100,2023-01-31,서울특별시,중구,중림동,중림동,48.9,48.4,49.4
1114017200,2023-01-31,서울특별시,중구,의주로2가,의주로2가,62.5,59,73
1114017300,2023-01-31,서울특별시,중구,만리동1가,만리동1가,42,42.1,41.9
1114017400,2023-01-31,서울특별시,중구,만리동2가,만리동2가,39.7,38.8,40.5
1117010100,2023-01-31,서울특별시,용산구,후암동,후암동,45,43.3,46.5
1117010200,2023-01-31,서울특별시,용산구,용산동2가,용산동2가,47.2,45.4,48.8
1117010300,2023-01-31,서울특별시,용산구,용산동4가,용산동4가,22.5,22.5,0
1117010400,2023-01-31,서울특별시,용산구,갈월동,갈월동,47.2,48.1,46.1
1117010500,2023-01-31,서울특별시,용산구,남영동,남영동,53.3,53.4,53.2
1117010700,2023-01-31,서울특별시,용산구,동자동,동자동,51.1,53.1,47.7
1117010800,2023-01-31,서울특별시,용산구,서계동,서계동,47.2,45.7,48.7
1117010900,2023-01-31,서울특별시,용산구,청파동1가,청파동1가,44.2,43.4,45.1
1117011000,2023-01-31,서울특별시,용산구,청파동2가,청파동2가,42.7,42.4,42.9
1117011100,2023-01-31,서울특별시,용산구,청파동3가,청파동3가,40.4,43.1,38.5
1117011200,2023-01-31,서울특별시,용산구,원효로1가,원효로1가,40.4,40.9,40
1117011300,2023-01-31,서울특별시,용산구,원효로2가,원효로2가,44.6,43.8,45.5
1117011400,2023-01-31,서울특별시,용산구,신창동,신창동,44,42.9,45.1
1117011500,2023-01-31,서울특별시,용산구,산천동,산천동,43.1,43.4,42.9
1117011600,2023-01-31,서울특별시,용산구,청암동,청암동,47.7,47.4,48
1117011700,2023-01-31,서울특별시,용산구,원효로3가,원효로3가,43.8,43.7,43.8
1117011800,2023-01-31,서울특별시,용산구,원효로4가,원효로4가,44.9,44.3,45.4
1117011900,2023-01-31,서울특별시,용산구,효창동,효창동,42.4,41.4,43.2
1117012000,2023-01-31,서울특별시,용산구,도원동,도원동,45.6,44.3,46.8
1117012100,2023-01-31,서울특별시,용산구,용문동,용문동,44.6,43.6,45.5
1117012200,2023-01-31,서울특별시,용산구,문배동,문배동,38.7,38.6,38.8
1117012300,2023-01-31,서울특별시,용산구,신계동,신계동,42.5,41.6,43.3
1117012400,2023-01-31,서울특별시,용산구,한강로1가,한강로1가,43.7,43.9,43.5
1117012500,2023-01-31,서울특별시,용산구,한강로2가,한강로2가,39.4,39.7,39.1
1117012600,2023-01-31,서울특별시,용산구,용산동3가,용산동3가,48.9,44.6,54.9
1117012700,2023-01-31,서울특별시,용산구,용산동5가,용산동5가,45,45.1,44.8
1117012800,2023-01-31,서울특별시,용산구,한강로3가,한강로3가,45,44.5,45.5
1117012900,2023-01-31,서울특별시,용산구,이촌동,이촌동,44.1,42.8,45.2
1117013000,2023-01-31,서울특별시,용산구,이태원동,이태원동,46.5,45.1,47.8
1117013100,2023-01-31,서울특별시,용산구,한남동,한남동,45.1,44,46.1
1117013200,2023-01-31,서울특별시,용산구,동빙고동,동빙고동,41.2,40.1,42.2
1117013300,2023-01-31,서울특별시,용산구,서빙고동,서빙고동,46.7,45.6,47.7
1117013400,2023-01-31,서울특별시,용산구,주성동,주성동,46.6,45.9,47.3
1117013600,2023-01-31,서울특별시,용산구,보광동,보광동,47.5,45.2,49.8
1120010100,2023-01-31,서울특별시,성동구,상왕십리동,상왕십리동,39.6,39.4,39.8
1120010200,2023-01-31,서울특별시,성동구,하왕십리동,하왕십리동,42.7,42,43.4
1120010300,2023-01-31,서울특별시,성동구,홍익동,홍익동,48.4,47.1,49.6
1120010400,2023-01-31,서울특별시,성동구,도선동,도선동,41.8,42.3,41.3
1120010500,2023-01-31,서울특별시,성동구,마장동,마장동,44.2,43.4,45
1120010600,2023-01-31,서울특별시,성동구,사근동,사근동,40.5,38.6,42.6
1120010700,2023-01-31,서울특별시,성동구,행당동,행당동,42.7,42,43.2
1120010800,2023-01-31,서울특별시,성동구,응봉동,응봉동,43.4,42.3,44.5
1120010900,2023-01-31,서울특별시,성동구,금호동1가,금호동1가,44.5,43.2,45.6
1120011000,2023-01-31,서울특별시,성동구,금호동2가,금호동2가,42.5,41.4,43.6
1120011100,2023-01-31,서울특별시,성동구,금호동3가,금호동3가,46.1,44.7,47.5
1120011200,2023-01-31,서울특별시,성동구,금호동4가,금호동4가,44,42.6,45.2
1120011300,2023-01-31,서울특별시,성동구,옥수동,옥수동,43.4,42.6,44.2
1120011400,2023-01-31,서울특별시,성동구,성수동1가,성수동1가,43.8,43.2,44.3
1120011500,2023-01-31,서울특별시,성동구,성수동2가,성수동2가,46,45.6,46.3
1120011800,2023-01-31,서울특별시,성동구,송정동,송정동,46.1,45.5,46.8
1120012200,2023-01-31,서울특별시,성동구,용답동,용답동,45.3,45.7,44.9
1121510100,2023-01-31,서울특별시,광진구,중곡동,중곡동,45.3,44.6,45.9
1121510200,2023-01-31,서울특별시,광진구,능동,능동,42.4,42.1,42.6
1121510300,2023-01-31,서울특별시,광진구,구의동,구의동,43.4,42.7,44
1121510400,2023-01-31,서울특별시,광진구,광장동,광장동,40.2,39.6,40.7
1121510500,2023-01-31,서울특별시,광진구,자양동,자양동,44.5,43.7,45.2
1121510700,2023-01-31,서울특별시,광진구,화양동,화양동,37.1,37.9,36.4
1121510900,2023-01-31,서울특별시,광진구,군자동,군자동,43.2,42.5,43.8
1123010100,2023-01-31,서울특별시,동대문구,신설동,신설동,42.9,46,39.6
1123010200,2023-01-31,서울특별시,동대문구,용두동,용두동,44.3,43.9,44.7
1123010300,2023-01-31,서울특별시,동대문구,제기동,제기동,47.2,45.9,48.6
1123010400,2023-01-31,서울특별시,동대문구,전농동,전농동,45.8,44.8,46.7
1123010500,2023-01-31,서울특별시,동대문구,답십리동,답십리동,44.1,43.4,44.7
1123010600,2023-01-31,서울특별시,동대문구,장안동,장안동,43.9,43.2,44.6
1123010700,2023-01-31,서울특별시,동대문구,청량리동,청량리동,51,49.6,52.4
1123010800,2023-01-31,서울특별시,동대문구,회기동,회기동,40.2,39.6,40.8
1123010900,2023-01-31,서울특별시,동대문구,휘경동,휘경동,42.2,41.6,42.8
1123011000,2023-01-31,서울특별시,동대문구,이문동,이문동,44.3,43.5,45
1126010100,2023-01-31,서울특별시,중랑구,면목동,면목동,46.5,45.6,47.3
1126010200,2023-01-31,서울특별시,중랑구,상봉동,상봉동,43.9,43.4,44.3
1126010300,2023-01-31,서울특별시,중랑구,중화동,중화동,46.9,46.2,47.7
1126010400,2023-01-31,서울특별시,중랑구,묵동,묵동,45,44.3,45.7
1126010500,2023-01-31,서울특별시,중랑구,망우동,망우동,46,45.5,46.5
1126010600,2023-01-31,서울특별시,중랑구,신내동,신내동,45.3,44.1,46.4
1129010100,2023-01-31,서울특별시,성북구,성북동,성북동,46.5,45.1,47.7
1129010200,2023-01-31,서울특별시,성북구,성북동1가,성북동1가,43.6,43.8,43.4
1129010300,2023-01-31,서울특별시,성북구,돈암동,돈암동,44.2,43.2,45
1129010400,2023-01-31,서울특별시,성북구,동소문동1가,동소문동1가,42.9,42.4,43.3
1129010500,2023-01-31,서울특별시,성북구,동소문동2가,동소문동2가,49.8,46.5,53
1129010600,2023-01-31,서울특별시,성북구,동소문동3가,동소문동3가,47.7,48.1,47.2
1129010700,2023-01-31,서울특별시,성북구,동소문동4가,동소문동4가,42.6,42.4,42.7
1129010800,2023-01-31,서울특별시,성북구,동소문동5가,동소문동5가,46.5,47,46.1
1129010900,2023-01-31,서울특별시,성북구,동소문동6가,동소문동6가,39.7,42.4,38.1
1129011000,2023-01-31,서울특별시,성북구,동소문동7가,동소문동7가,41.2,40.6,41.7
1129011100,2023-01-31,서울특별시,성북구,삼선동1가,삼선동1가,47.3,46.3,48.4
1129011200,2023-01-31,서울특별시,성북구,삼선동2가,삼선동2가,42.2,41.4,42.8
1129011300,2023-01-31,서울특별시,성북구,삼선동3가,삼선동3가,44.1,42.5,45.5
1129011400,2023-01-31,서울특별시,성북구,삼선동4가,삼선동4가,43.8,44,43.6
1129011500,2023-01-31,서울특별시,성북구,삼선동5가,삼선동5가,43.4,43.2,43.5
1129011600,2023-01-31,서울특별시,성북구,동선동1가,동선동1가,38.2,41.7,35.9
1129011700,2023-01-31,서울특별시,성북구,동선동2가,동선동2가,38.1,41.4,36.2
1129011800,2023-01-31,서울특별시,성북구,동선동3가,동선동3가,40.8,43.6,39
1129011900,2023-01-31,서울특별시,성북구,동선동4가,동선동4가,41.8,42.7,41.2
1129012000,2023-01-31,서울특별시,성북구,동선동5가,동선동5가,43.9,43.4,44.3
1129012100,2023-01-31,서울특별시,성북구,안암동1가,안암동1가,42,41.4,42.4
1129012200,2023-01-31,서울특별시,성북구,안암동2가,안암동2가,39.1,37.8,40.4
1129012300,2023-01-31,서울특별시,성북구,안암동3가,안암동3가,45,42.9,47.2
1129012400,2023-01-31,서울특별시,성북구,안암동4가,안암동4가,42.7,42.5,43
1129012500,2023-01-31,서울특별시,성북구,안암동5가,안암동5가,34.1,33.1,35.4
1129012600,2023-01-31,서울특별시,성북구,보문동4가,보문동4가,43.8,42.8,44.7
1129012700,2023-01-31,서울특별시,성북구,보문동5가,보문동5가,45.9,44.8,47
1129012800,2023-01-31,서울특별시,성북구,보문동6가,보문동6가,43.1,42.3,43.9
1129012900,2023-01-31,서울특별시,성북구,보문동7가,보문동7가,45.8,45.5,46.2
1129013000,2023-01-31,서울특별시,성북구,보문동1가,보문동1가,39.8,38.8,40.6
1129013100,2023-01-31,서울특별시,성북구,보문동2가,보문동2가,42.8,42.8,42.8
1129013200,2023-01-31,서울특별시,성북구,보문동3가,보문동3가,43.5,42.7,44.2
1129013300,2023-01-31,서울특별시,성북구,정릉동,정릉동,45.5,44,46.9
1129013400,2023-01-31,서울특별시,성북구,길음동,길음동,40.8,39.9,41.6
1129013500,2023-01-31,서울특별시,성북구,종암동,종암동,44.3,42.8,45.8
1129013600,2023-01-31,서울특별시,성북구,하월곡동,하월곡동,44.2,43.7,44.7
1129013700,2023-01-31,서울특별시,성북구,상월곡동,상월곡동,45.9,45.4,46.2
1129013800,2023-01-31,서울특별시,성북구,장위동,장위동,44.4,43.5,45.2
1129013900,2023-01-31,서울특별시,성북구,석관동,석관동,46.7,45.8,47.6
1130510100,2023-01-31,서울특별시,강북구,미아동,미아동,46.3,45.3,47.3
1130510200,2023-01-31,서울특별시,강북구,번동,번동,48.8,47.1,50.3
1130510300,2023-01-31,서울특별시,강북구,수유동,수유동,47.7,46.6,48.8
1130510400,2023-01-31,서울특별시,강북구,우이동,우이동,49.5,48.1,50.8
1132010500,2023-01-31,서울특별시,도봉구,쌍문동,쌍문동,46.5,45.3,47.6
1132010600,2023-01-31,서울특별시,도봉구,방학동,방학동,47.1,45.9,48.3
1132010700,2023-01-31,서울특별시,도봉구,창동,창동,45.7,44.6,46.7
1132010800,2023-01-31,서울특별시,도봉구,도봉동,도봉동,49.7,48.6,50.9
1135010200,2023-01-31,서울특별시,노원구,월계동,월계동,46.4,44.7,47.9
1135010300,2023-01-31,서울특별시,노원구,공릉동,공릉동,42.7,41.9,43.6
1135010400,2023-01-31,서울특별시,노원구,하계동,하계동,44,42,45.8
1135010500,2023-01-31,서울특별시,노원구,상계동,상계동,45.2,43.9,46.3
1135010600,2023-01-31,서울특별시,노원구,중계동,중계동,43.4,41.7,44.9
1138010100,2023-01-31,서울특별시,은평구,수색동,수색동,44.5,43.3,45.7
1138010200,2023-01-31,서울특별시,은평구,녹번동,녹번동,45.6,44.7,46.4
1138010300,2023-01-31,서울특별시,은평구,불광동,불광동,47.1,45.9,48.2
1138010400,2023-01-31,서울특별시,은평구,갈현동,갈현동,45.8,44.6,46.9
1138010500,2023-01-31,서울특별시,은평구,구산동,구산동,46,45.6,46.4
1138010600,2023-01-31,서울특별시,은평구,대조동,대조동,45.3,44.9,45.6
1138010700,2023-01-31,서울특별시,은평구,응암동,응암동,43.9,42.7,45
1138010800,2023-01-31,서울특별시,은평구,역촌동,역촌동,45.8,44.8,46.7
1138010900,2023-01-31,서울특별시,은평구,신사동,신사동,45.9,44.6,47.1
1138011000,2023-01-31,서울특별시,은평구,증산동,증산동,45,44.2,45.8
1138011400,2023-01-31,서울특별시,은평구,진관동,진관동,42.3,41.6,42.9
1141010100,2023-01-31,서울특별시,서대문구,충정로2가,충정로2가,43.9,44.6,43.2
1141010200,2023-01-31,서울특별시,서대문구,충정로3가,충정로3가,44.7,44.9,44.6
1141010300,2023-01-31,서울특별시,서대문구,합동,합동,38.7,39.3,38.2
1141010400,2023-01-31,서울특별시,서대문구,미근동,미근동,48.1,47.1,49.2
1141010500,2023-01-31,서울특별시,서대문구,냉천동,냉천동,43.3,43.3,43.4
1141010600,2023-01-31,서울특별시,서대문구,천연동,천연동,43.6,42.2,44.9
1141010700,2023-01-31,서울특별시,서대문구,옥천동,옥천동,50.4,47.4,53.1
1141010800,2023-01-31,서울특별시,서대문구,영천동,영천동,45.6,45.3,46
1141010900,2023-01-31,서울특별시,서대문구,현저동,현저동,47.3,45.7,48.7
1141011000,2023-01-31,서울특별시,서대문구,북아현동,북아현동,43.4,42.6,44.1
1141011100,2023-01-31,서울특별시,서대문구,홍제동,홍제동,46.2,45,47.2
1141011200,2023-01-31,서울특별시,서대문구,대현동,대현동,35.4,38.9,33.7
1141011300,2023-01-31,서울특별시,서대문구,대신동,대신동,37.1,38.6,36.1
1141011400,2023-01-31,서울특별시,서대문구,신촌동,신촌동,38.7,40.5,37.3
1141011500,2023-01-31,서울특별시,서대문구,봉원동,봉원동,48.8,49.6,48.1
1141011600,2023-01-31,서울특별시,서대문구,창천동,창천동,38,37.2,38.8
1141011700,2023-01-31,서울특별시,서대문구,연희동,연희동,43.4,42.3,44.5
1141011800,2023-01-31,서울특별시,서대문구,홍은동,홍은동,45.7,44.4,46.8
1141011900,2023-01-31,서울특별시,서대문구,북가좌동,북가좌동,45.6,44.4,46.8
1141012000,2023-01-31,서울특별시,서대문구,남가좌동,남가좌동,41.8,41,42.6
1144010100,2023-01-31,서울특별시,마포구,아현동,아현동,42.8,42.1,43.4
1144010200,2023-01-31,서울특별시,마포구,공덕동,공덕동,42.8,42.3,43.3
1144010300,2023-01-31,서울특별시,마포구,신공덕동,신공덕동,42.6,42.4,42.9
1144010400,2023-01-31,서울특별시,마포구,도화동,도화동,44.1,43.1,45
1144010500,2023-01-31,서울특별시,마포구,용강동,용강동,40.9,40.6,41.2
1144010600,2023-01-31,서울특별시,마포구,토정동,토정동,39.9,39.1,40.7
1144010700,2023-01-31,서울특별시,마포구,마포동,마포동,43.4,42.2,44.5
1144010800,2023-01-31,서울특별시,마포구,대흥동,대흥동,42.4,41.6,43.1
1144010900,2023-01-31,서울특별시,마포구,염리동,염리동,40.6,39.8,41.2
1144011000,2023-01-31,서울특별시,마포구,노고산동,노고산동,40.9,40.6,41.1
1144011100,2023-01-31,서울특별시,마포구,신수동,신수동,42.6,41.5,43.7
1144011200,2023-01-31,서울특별시,마포구,현석동,현석동,41.3,40.8,41.8
1144011300,2023-01-31,서울특별시,마포구,구수동,구수동,44.6,42.3,46.7
