"CMAR_NO","CMAR_NO_SQNO","CMAR_NM","SIGUNGU_CD","SIGUNGU_NM","CMAR_PKL_CNT","CMAR_PKL_SQNO","PKL_CL","PKL_TYPE","PKL_MNGNO","PKL_NM","PKBL_CNT","FEE_CL","PKL_LONG","PKL_LAT","CMAR_FGR_CRDNT"
"9767","9767004","해남군청","46820","해남군",4,3,"공영","노외","337-2-000016","천변 유신교 부근",16,"무료",126.6003008,34.570593,"126.598556439893,34.5727550747201|126.598724977135,34.5739635512762|126.597417939157,34.5738150023626|126.597136342636,34.5734534966837|126.598291850332,34.5733852042409|126.598229249521,34.5728080802548|126.596920309303,34.5730561503337|126.596983861727,34.5734349628281|126.596723714231,34.5731456419063|126.5959817085,34.5733414944859|126.595417744663,34.572780731228|126.595375118387,34.5725822741458|126.598865658538,34.5719087477631|126.598348494175,34.5706810914921|126.597672072799,34.5708411137586|126.595906258084,34.5709254029293|126.595952035966,34.5704748383286|126.595974705901,34.5702946269533|126.595630196492,34.5694281058819|126.595652253674,34.5693740932001|126.596524641269,34.569250789654|126.597578236374,34.5693477001468|126.596938734179,34.5692521626531|126.596961576244,34.5690358942735|126.59620131218,34.5685105410231|126.594548995557,34.5676757251521|126.594114435404,34.5674038456447|126.59387698995,34.5669343074643|126.593442788078,34.5665903120413|126.594296783107,34.5657638442766|126.596281823441,34.5653918468457|126.59695820317,34.5652318318508|126.597064987906,34.5656829027488|126.596454072543,34.5658251068442|126.596648291726,34.5662223820729|126.595405094197,34.5664165684938|126.594924669434,34.5666132849225|126.596509140052,34.5679526736866|126.596686375231,34.5673583151806|126.597534766982,34.5676856416796|126.597248915524,34.5682075270784|126.597901606006,34.5684440594398|126.597968120625,34.5682099065327|126.599078230004,34.5685020297878|126.599643317466,34.568828407424|126.600056195487,34.5690821673044|126.600406116652,34.5688309160289|126.600731560222,34.569138472358|126.601144961545,34.5692840582242|126.601012293675,34.5696802539182|126.600879538064,34.5700944778231|126.600397200174,34.5706878401417|126.600351792458,34.571066293018|126.600765635083,34.5711217382554|126.601243653433,34.5714297939071|126.601634236291,34.5717916473166|126.602156713894,34.5719195583225|126.602371993991,34.5724791511045|126.602216238582,34.573145702399|126.600910417354,34.5727447935566|126.600759753342,34.5723476683943|126.600370557027,34.5716973580964|126.598953099451,34.5718549501397|126.598820503918,34.5722331148057|126.598556439893,34.5727550747201)|(126.597676598037,34.5693567475285|126.597578236374,34.5693477001468|126.597679219692,34.5693627864015|126.597676598037,34.5693567475285)|(126.597676598037,34.5693567475285|126.597744602878,34.5693630026665|126.59750678273,34.5689655850583|126.597676598037,34.5693567475285"
"9767","9767004","해남군청","46820","해남군",4,4,"공영","노외","337-2-000002","거빈식당 앞",36,"무료",126.5998641,34.57077185,"126.598556439893,34.5727550747201|126.598724977135,34.5739635512762|126.597417939157,34.5738150023626|126.597136342636,34.5734534966837|126.598291850332,34.5733852042409|126.598229249521,34.5728080802548|126.596920309303,34.5730561503337|126.596983861727,34.5734349628281|126.596723714231,34.5731456419063|126.5959817085,34.5733414944859|126.595417744663,34.572780731228|126.595375118387,34.5725822741458|126.598865658538,34.5719087477631|126.598348494175,34.5706810914921|126.597672072799,34.5708411137586|126.595906258084,34.5709254029293|126.595952035966,34.5704748383286|126.595974705901,34.5702946269533|126.595630196492,34.5694281058819|126.595652253674,34.5693740932001|126.596524641269,34.569250789654|126.597578236374,34.5693477001468|126.596938734179,34.5692521626531|126.596961576244,34.5690358942735|126.59620131218,34.5685105410231|126.594548995557,34.5676757251521|126.594114435404,34.5674038456447|126.59387698995,34.5669343074643|126.593442788078,34.5665903120413|126.594296783107,34.5657638442766|126.596281823441,34.5653918468457|126.59695820317,34.5652318318508|126.597064987906,34.5656829027488|126.596454072543,34.5658251068442|126.596648291726,34.5662223820729|126.595405094197,34.5664165684938|126.594924669434,34.5666132849225|126.596509140052,34.5679526736866|126.596686375231,34.5673583151806|126.597534766982,34.5676856416796|126.597248915524,34.5682075270784|126.597901606006,34.5684440594398|126.597968120625,34.5682099065327|126.599078230004,34.5685020297878|126.599643317466,34.568828407424|126.600056195487,34.5690821673044|126.600406116652,34.5688309160289|126.600731560222,34.569138472358|126.601144961545,34.5692840582242|126.601012293675,34.5696802539182|126.600879538064,34.5700944778231|126.600397200174,34.5706878401417|126.600351792458,34.571066293018|126.600765635083,34.5711217382554|126.601243653433,34.5714297939071|126.601634236291,34.5717916473166|126.602156713894,34.5719195583225|126.602371993991,34.5724791511045|126.602216238582,34.573145702399|126.600910417354,34.5727447935566|126.600759753342,34.5723476683943|126.600370557027,34.5716973580964|126.598953099451,34.5718549501397|126.598820503918,34.5722331148057|126.598556439893,34.5727550747201)|(126.597676598037,34.5693567475285|126.597578236374,34.5693477001468|126.597679219692,34.5693627864015|126.597676598037,34.5693567475285)|(126.597676598037,34.5693567475285|126.597744602878,34.5693630026665|126.59750678273,34.5689655850583|126.597676598037,34.5693567475285"
"9768","9768001","해남종합버스터미널","46820","해남군",1,1,"공영","노외","337-2-000024","해남종합터미널 뒤",45,"무료",126.6081494,34.57080865,"126.608127688346,34.5698115615899|126.608673526867,34.5696059894235|126.608540470041,34.5700923355507|126.608374422553,34.570641675623|126.608232799073,34.5706322051239|126.608209858364,34.5708755183577|126.607719517477,34.570864923296|126.607338235858,34.5708366497742|126.6071755408,34.5706738662612|126.606302917747,34.5685436602995|126.606390862005,34.5683816868231|126.607460136688,34.5680966839182|126.607526326694,34.567925625041|126.607149101021,34.5670410014734|126.6078910676,34.5668360660389|126.608224627387,34.5677385753938|126.607613460377,34.5679349205493|126.60750287457,34.5682771086978|126.608127688346,34.5698115615899"
"9769","9769001","차없는거리","46110","목포시",1,1,"공영","노외","324-2-000009","오거리문화센터공영",33,"무료",126.3842861,34.78970032,"126.384658510533,34.7915659318245|126.383168506605,34.7921037129699|126.384575059667,34.7880996616541|126.385413241929,34.7899878137089|126.385818942651,34.79126533422|126.384658510533,34.7915659318245"
"9771","9771001","여서동","46130","여수시",1,1,"공영","노외","325-2-000019","여서동로타리",83,"유료",127.7005171,34.7495164,"127.701954044821,34.7513078561568|127.7022677534,34.7515990031782|127.702904802158,34.7520280028575|127.704561372808,34.7529108260096|127.704798953373,34.7525939674676|127.70686169291,34.7537177877321|127.709755587307,34.7536874690468|127.709796426921,34.7539937040059|127.707672517506,34.7540285746268|127.707700601748,34.7554030311146|127.707024397347,34.7548706241388|127.705672150869,34.7551083061177|127.70135966835,34.7526994151708|127.70019091655,34.7513810826294|127.699436871402,34.7500243065532|127.699580427699,34.7495637742639|127.699906176627,34.7493410656377|127.700435656187,34.7493199999709|127.700720645774,34.7494445586537|127.700974737327,34.7497901349257|127.70146313947,34.7507247749948|127.701954044821,34.7513078561568"
"9773","9773001","중앙동_1","46130","여수시",1,1,"공영","노상","325-1-000001","이순신광장로(1)",42,"유료",127.7335165,34.73943764,"127.735386745462,34.7399742918061|127.729427144959,34.7402534333073|127.729660323805,34.7394498019403|127.730413725344,34.7394452951499|127.730561284352,34.7388404803359|127.730614928048,34.738731992347|127.732143158381,34.7386777643162|127.732204338825,34.7394255512323|127.733524883969,34.7393455099597|127.735555229718,34.7392701922259|127.735580017206,34.7396035571308|127.735602811688,34.7397115865343|127.735516496968,34.7398292874752|127.735386745462,34.7399742918061"
"9774","9774001","중앙동_2","46130","여수시",1,1,"공영","노외","325-2-000026","진남상가",99,"유료",127.7350333,34.74144005,"127.735596441506,34.7414603212414|127.732899022041,34.7414314811953|127.732561641052,34.7415597014872|127.732093864006,34.7417608143576|127.73234016255,34.7412094886944|127.733138845274,34.7413849711864|127.732961676661,34.7411066045238|127.73288206566,34.7407465266491|127.732932927045,34.7403225678735|127.733686017866,34.7402819870525|127.734919382608,34.7402204824802|127.735814417593,34.7401790336274|127.736011676569,34.7402589691988|127.736153862352,34.7402851532823|127.736221131652,34.7404830532444|127.736487178634,34.7409321428341|127.736053927307,34.7413313682222|127.735596441506,34.7414603212414"
"9775","9775003","학동상권","46130","여수시",3,1,"공영","노외","325-2-000007","학동선소상가 1",238,"유료",127.664567,34.75752965,"127.664448949552,34.7605903324418|127.662651952217,34.7578148020207|127.66268342308,34.7576523805188|127.664004254739,34.7568790176037|127.664537093093,34.7565876717515|127.664826074236,34.7565320142808|127.665678834911,34.7566400397747|127.666083969338,34.7567685310972|127.666496191738,34.7570997955878|127.667572427771,34.7591941562374|127.666168344189,34.759801254613|127.665825619998,34.7592848247308|127.664677497092,34.7598048769428|127.665042240218,34.7603437248426|127.664448949552,34.7605903324418"
"9775","9775003","학동상권","46130","여수시",3,2,"공영","노외","325-2-000011","학동선소상가 2",42,"유료",127.6658085,34.75800854,"127.664448949552,34.7605903324418|127.662651952217,34.7578148020207|127.66268342308,34.7576523805188|127.664004254739,34.7568790176037|127.664537093093,34.7565876717515|127.664826074236,34.7565320142808|127.665678834911,34.7566400397747|127.666083969338,34.7567685310972|127.666496191738,34.7570997955878|127.667572427771,34.7591941562374|127.666168344189,34.759801254613|127.665825619998,34.7592848247308|127.664677497092,34.7598048769428|127.665042240218,34.7603437248426|127.664448949552,34.7605903324418"
"9775","9775003","학동상권","46130","여수시",3,3,"공영","노외","325-2-000012","학동선소상가 3",102,"유료",127.6655631,34.7592661,"127.664448949552,34.7605903324418|127.662651952217,34.7578148020207|127.66268342308,34.7576523805188|127.664004254739,34.7568790176037|127.664537093093,34.7565876717515|127.664826074236,34.7565320142808|127.665678834911,34.7566400397747|127.666083969338,34.7567685310972|127.666496191738,34.7570997955878|127.667572427771,34.7591941562374|127.666168344189,34.759801254613|127.665825619998,34.7592848247308|127.664677497092,34.7598048769428|127.665042240218,34.7603437248426|127.664448949552,34.7605903324418"
"9781","9781002","곡성군청","46720","곡성군",2,1,"공영","노외","330-2-000001","곡성군 공용주차장",20,"무료",127.2943107,35.28126944,"127.291814178715,35.2810130777248|127.292078776645,35.2796964976918|127.293135283211,35.2800589944088|127.293479094643,35.2793821659438|127.294596901841,35.2799788482253|127.296193879287,35.2808537664212|127.295991689702,35.2811742316425|127.295778457726,35.2814812034044|127.29522493031,35.2819151880767|127.293773459708,35.2817699844656|127.293553249049,35.2816668632463|127.292573001421,35.2811194138168|127.291814178715,35.2810130777248"
"9781","9781002","곡성군청","46720","곡성군",2,2,"공영","노외","330-2-000003","곡성군 공용주차장",35,"무료",127.2944109,35.27999722,"127.291814178715,35.2810130777248|127.292078776645,35.2796964976918|127.293135283211,35.2800589944088|127.293479094643,35.2793821659438|127.294596901841,35.2799788482253|127.296193879287,35.2808537664212|127.295991689702,35.2811742316425|127.295778457726,35.2814812034044|127.29522493031,35.2819151880767|127.293773459708,35.2817699844656|127.293553249049,35.2816668632463|127.292573001421,35.2811194138168|127.291814178715,35.2810130777248"
"9783","9783001","중마동_2","46230","광양시",1,1,"공영","노외","328-2-000077","중동 상가밀집지역 주차장",86,"무료",127.699322,34.934128,"127.701094130924,34.9357480985297|127.698357909428,34.9357638250593|127.698342184823,34.9300222244884|127.698580668237,34.9297504469534|127.698919629911,34.929712447041|127.699293102614,34.9298725482131|127.699916285568,34.9310858095166|127.699931278911,34.9315634464819|127.700738246024,34.932505237123|127.701716438339,34.9329863396995|127.701105458481,34.9345041512292|127.701094130924,34.9357480985297"
"9785","9785005","담양여객버스터미널","46710","담양군",5,1,"공영","노외","329-2-000049","지침리 공영주차장",67,"무료",126.9838002,35.31695416,"126.982612678739,35.3198244599922|126.981249070341,35.3196394672154|126.981645405302,35.3178503923703|126.981650935629,35.317719700379|126.981689492844,35.3174402942761|126.981865611486,35.316741791847|126.982591793326,35.3150474057361|126.983713431242,35.315101655299|126.983559606247,35.3145247809456|126.984439242825,35.3149214934313|126.986352414545,35.3161475571351|126.985054361951,35.3183286076947|126.984416240512,35.3197345945084|126.984306253288,35.3198066853669|126.982612678739,35.3198244599922"
"9785","9785005","담양여객버스터미널","46710","담양군",5,2,"공영","노외","329-2-000026","태영빌라공영주차장",7,"무료",126.9818785,35.3184013,"126.982612678739,35.3198244599922|126.981249070341,35.3196394672154|126.981645405302,35.3178503923703|126.981650935629,35.317719700379|126.981689492844,35.3174402942761|126.981865611486,35.316741791847|126.982591793326,35.3150474057361|126.983713431242,35.315101655299|126.983559606247,35.3145247809456|126.984439242825,35.3149214934313|126.986352414545,35.3161475571351|126.985054361951,35.3183286076947|126.984416240512,35.3197345945084|126.984306253288,35.3198066853669|126.982612678739,35.3198244599922"
"9785","9785005","담양여객버스터미널","46710","담양군",5,3,"공영","노외","329-2-000044","담양읍교회옆 공영주차장",13,"무료",126.9846869,35.31725937,"126.982612678739,35.3198244599922|126.981249070341,35.3196394672154|126.981645405302,35.3178503923703|126.981650935629,35.317719700379|126.981689492844,35.3174402942761|126.981865611486,35.316741791847|126.982591793326,35.3150474057361|126.983713431242,35.315101655299|126.983559606247,35.3145247809456|126.984439242825,35.3149214934313|126.986352414545,35.3161475571351|126.985054361951,35.3183286076947|126.984416240512,35.3197345945084|126.984306253288,35.3198066853669|126.982612678739,35.3198244599922"
"9785","9785005","담양여객버스터미널","46710","담양군",5,4,"공영","노외","329-2-000021","중앙공영주차장",73,"무료",126.984896,35.31771626,"126.982612678739,35.3198244599922|126.981249070341,35.3196394672154|126.981645405302,35.3178503923703|126.981650935629,35.317719700379|126.981689492844,35.3174402942761|126.981865611486,35.316741791847|126.982591793326,35.3150474057361|126.983713431242,35.315101655299|126.983559606247,35.3145247809456|126.984439242825,35.3149214934313|126.986352414545,35.3161475571351|126.985054361951,35.3183286076947|126.984416240512,35.3197345945084|126.984306253288,35.3198066853669|126.982612678739,35.3198244599922"
"9785","9785005","담양여객버스터미널","46710","담양군",5,5,"공영","노외","329-2-000007","천변1지구공영주차장",55,"무료",126.982282,35.31701703,"126.982612678739,35.3198244599922|126.981249070341,35.3196394672154|126.981645405302,35.3178503923703|126.981650935629,35.317719700379|126.981689492844,35.3174402942761|126.981865611486,35.316741791847|126.982591793326,35.3150474057361|126.983713431242,35.315101655299|126.983559606247,35.3145247809456|126.984439242825,35.3149214934313|126.986352414545,35.3161475571351|126.985054361951,35.3183286076947|126.984416240512,35.3197345945084|126.984306253288,35.3198066853669|126.982612678739,35.3198244599922"
"9786","9786001","덕연동","46150","순천시",1,1,"공영","노상","326-1-000014","연향 제6공영주차장",14,"유료",127.5150886,34.94755988,"127.517089527768,34.9501664589613|127.517749886013,34.9502898461288|127.517741001468,34.9506188847562|127.517577273189,34.9506961971763|127.516037214092,34.9503872507322|127.513823229236,34.943812080358|127.516610315476,34.9431242633917|127.516736209451,34.943563148963|127.516717148304,34.9444533358815|127.516687692066,34.9449942846958|127.517897363338,34.9450026686743|127.517797581546,34.9487302691961|127.516631713919,34.9487329658671|127.517089527768,34.9501664589613"
"9792","9792009","왕조1동_2","46150","순천시",9,1,"공영","노외","326-2-000001","연향 제1공영주차장",62,"유료",127.5195319,34.95350011,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,2,"공영","노외","326-2-000002","조례 제1공영주차장",43,"유료",127.5202268,34.95449446,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,3,"공영","노외","326-2-000009","연향 주차타워",81,"유료",127.5172456,34.9514276,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,4,"공영","노상","326-1-000010","연향 제2공영주차장",17,"유료",127.517614,34.95193299,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,5,"공영","노상","326-1-000011","연향 제3공영주차장",25,"유료",127.517614,34.95193299,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,6,"공영","노상","326-1-000012","연향 제4공영주차장",27,"유료",127.517614,34.95193299,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,7,"공영","노상","326-1-000013","연향 제5공영주차장",19,"유료",127.517614,34.95193299,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,8,"공영","노상","326-1-000015","연향 제7공영주차장",42,"유료",127.5217313,34.95184105,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9792","9792009","왕조1동_2","46150","순천시",9,9,"공영","노상","326-1-000019","동부 제4공영주차장",10,"유료",127.517614,34.95193299,"127.521271231478,34.9592344601225|127.52147782018,34.9629066605048|127.521067266405,34.9629129245396|127.521004628122,34.9616625411819|127.51816949544,34.9617670265861|127.518036930011,34.9580899975469|127.518275342921,34.9559549869029|127.518045436178,34.9559559649332|127.51770010977,34.9558830700014|127.516870889145,34.9550257817343|127.517049467925,34.9546960231877|127.516320880512,34.954171811267|127.516287896494,34.9541494167808|127.515474607432,34.9540852583108|127.515577584601,34.9521671536699|127.516713098096,34.9525544390545|127.516087701683,34.9505830853214|127.517967129924,34.9508905885187|127.522116427282,34.9509179427493|127.520897894111,34.9538571248531|127.520970874218,34.95588039158|127.520604203961,34.9558954799056|127.52069351633,34.957905155775|127.518679727575,34.9580219125424|127.51868670239,34.9582607461698|127.518848982094,34.9583862469378|127.519328535555,34.9584743402721|127.519398621011,34.9587376924255|127.519495666557,34.9589355801485|127.520338270457,34.9597342033719|127.520931512233,34.9596189961553|127.521014229196,34.9592806283133|127.521271231478,34.9592344601225"
"9794","9794001","왕조2동_2","46150","순천시",1,1,"공영","노외","326-2-000008","왕조2 동공영주차장",67,"유료",127.5326513,34.95499347,"127.533428883234,34.9557160497792|127.532024766097,34.9552895333475|127.530993003532,34.954879405247|127.530882714363,34.9547536940861|127.53161706327,34.9531821054718|127.531879572152,34.9531449045777|127.534183687372,34.9539280274793|127.534250073132,34.9540359008096|127.533796915086,34.9550654504362|127.533428883234,34.9557160497792"
"9795","9795002","중앙동","46150","순천시",2,1,"공영","노상","326-1-000023","의료원R 공영주차장",10,"유료",127.4844268,34.95741319,"127.485535128937,34.9583681026998|127.485572320369,34.9591070799592|127.484576490687,34.9591921686578|127.484444950912,34.9591656506335|127.484349802785,34.9578770660859|127.484325632969,34.9574895718875|127.484445058454,34.9573178362172|127.484521219704,34.9572364097844|127.484466108695,34.9571735328572|127.484695067695,34.9570103750369|127.484794447605,34.9571541992619|127.48492561374,34.9571176223195|127.485111626388,34.9570988543069|127.485329000052,34.9568275766871|127.485590005577,34.9565290835821|127.485896869781,34.956581942439|127.485908613441,34.9567171015265|127.485846478051,34.9573212691104|127.486032543985,34.9573115132017|127.486067351646,34.9576448822335|127.486636446502,34.9576065553751|127.486706439192,34.9583363875811|127.485535128937,34.9583681026998"
"9795","9795002","중앙동","46150","순천시",2,2,"공영","노상","326-1-000024","의료원R 제2공영주차장",8,"유료",127.4844268,34.95741319,"127.485535128937,34.9583681026998|127.485572320369,34.9591070799592|127.484576490687,34.9591921686578|127.484444950912,34.9591656506335|127.484349802785,34.9578770660859|127.484325632969,34.9574895718875|127.484445058454,34.9573178362172|127.484521219704,34.9572364097844|127.484466108695,34.9571735328572|127.484695067695,34.9570103750369|127.484794447605,34.9571541992619|127.48492561374,34.9571176223195|127.485111626388,34.9570988543069|127.485329000052,34.9568275766871|127.485590005577,34.9565290835821|127.485896869781,34.956581942439|127.485908613441,34.9567171015265|127.485846478051,34.9573212691104|127.486032543985,34.9573115132017|127.486067351646,34.9576448822335|127.486636446502,34.9576065553751|127.486706439192,34.9583363875811|127.485535128937,34.9583681026998"
"9798","9798001","화순읍","46790","화순군",1,1,"공영","노외","334-2-000005","광덕공영지하주차장",136,"무료",126.9903269,35.05980717,"126.992450847056,35.0604848439574|126.992450847056,35.0604848439574|126.992363210441,35.0599259888003|126.991354673466,35.0600070321702|126.991354768971,35.0592318549896|126.990225670506,35.0592047146149|126.990192842241,35.0587810681796|126.990094185868,35.0587630315976|126.98838381176,35.0605655969228|126.990159718758,35.0605026795443|126.990159503903,35.06206204716|126.992428749707,35.0620532236419|126.992428921414,35.0604938560141|126.992450847056,35.0604848439574"
