"CMAR_NO","CMAR_NO_SQNO","CMAR_NM","SIGUNGU_CD","SIGUNGU_NM","CMAR_PKL_CNT","CMAR_PKL_SQNO","PKL_CL","PKL_TYPE","PKL_MNGNO","PKL_NM","PKBL_CNT","FEE_CL","PKL_LONG","PKL_LAT","CMAR_FGR_CRDNT"
"9502","9502006","범일동역_3","26230","부산진구",6,5,"공영","노상","132-1-000094","행복예식장옆",12,"유료",129.0610412,35.1409748,"129.059515918469,35.1415963756463|129.059929907023,35.1414812020313|129.060275507215,35.1411554172554|129.06055039319,35.1408533625714|129.060917352713,35.1405046839805|129.061928917061,35.1411385677507|129.06236046832,35.1411762839827|129.062887764286,35.1406604101901|129.063679641179,35.1411741083816|129.063671800322,35.1412981510296|129.063978011978,35.1415858135837|129.063267658379,35.1425643984392|129.062886250948,35.1433188507686|129.062851082169,35.1448604282813|129.059978726253,35.1448349329507|129.059953523754,35.1459032331346|129.059430035933,35.1459188874391|129.059515918469,35.1415963756463"
"9502","9502006","범일동역_3","26230","부산진구",6,6,"공영","노상","132-1-000046","자유시장 뒤",32,"유료",129.0610412,35.1409748,"129.059515918469,35.1415963756463|129.059929907023,35.1414812020313|129.060275507215,35.1411554172554|129.06055039319,35.1408533625714|129.060917352713,35.1405046839805|129.061928917061,35.1411385677507|129.06236046832,35.1411762839827|129.062887764286,35.1406604101901|129.063679641179,35.1411741083816|129.063671800322,35.1412981510296|129.063978011978,35.1415858135837|129.063267658379,35.1425643984392|129.062886250948,35.1433188507686|129.062851082169,35.1448604282813|129.059978726253,35.1448349329507|129.059953523754,35.1459032331346|129.059430035933,35.1459188874391|129.059515918469,35.1415963756463"
"9504","9504008","부산역","26170","동구",8,1,"공영","노외","132-2-000012","동구공영주차빌딩",152,"유료",129.0401986,35.11352832,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,2,"공영","노상","132-1-000096","흥국생명앞",14,"유료",129.0412774,35.11870094,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,3,"공영","노상","132-1-000072","초량1동업무지",6,"유료",129.0368785,35.11276595,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,4,"공영","노상","132-1-000073","초량3동-업무지2구간",2,"유료",129.0412774,35.11870094,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,5,"공영","노상","132-1-000074","초량3동-업무지3구간",1,"유료",129.0417156,35.12079148,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,6,"공영","노상","132-1-000076","초량3동-업무지5구간",5,"유료",129.0429517,35.12179798,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,7,"공영","노외","132-2-000087","차이나타운",69,"유료",129.0379841,35.1152382,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9504","9504008","부산역","26170","동구",8,8,"공영","노상","132-1-000026","부산일보별관",37,"유료",129.0401886,35.11286526,"129.039576451898,35.1146395187058|129.039295462899,35.1148064544934|129.039407397326,35.1150073341923|129.039614936034,35.1154138737463|129.039713056502,35.11561047965|129.039954889627,35.1160727644729|129.040266646558,35.1165901950191|129.040491470498,35.1169198429488|129.040876177875,35.1175036314604|129.041155057287,35.1180216127947|129.041443847542,35.1186070138771|129.041809508527,35.1193060181811|129.042132590697,35.1198367700131|129.042519135258,35.1206030074355|129.042931198328,35.1214026070978|129.04329996373,35.1221150713292|129.042655879163,35.1223467092701|129.042676582979,35.1224071890348|129.043116797695,35.1232356012041|129.043115237321,35.1232829385976|129.043317560233,35.1236985701622|129.043304923734,35.1237415884005|129.042489157811,35.1240166712152|129.042095202297,35.1241629876509|129.042037023925,35.1241391855302|129.041797388383,35.123656592826|129.041504161387,35.1231140733683|129.041376820118,35.122845868216|129.0412186557,35.1225511469031|129.04123420256,35.1225148385938|129.041927179642,35.122264361449|129.041569725797,35.1215652198531|129.04123528323,35.1210188875839|129.04103688493,35.1210898148459|129.040615419422,35.1212320835947|129.040560152871,35.1212149904379|129.040350526137,35.1208355232582|129.040059611455,35.120274937531|129.039891943856,35.1199285571218|129.039781655273,35.1201241630034|129.039551403796,35.1205673541881|129.039431721269,35.1208261993171|129.039181821407,35.1203708083631|129.039143104839,35.12024754932|129.039031668108,35.1200669374843|129.038846887219,35.1196938083712|129.038720233479,35.1194526234405|129.038443543871,35.1189120704736|129.038325675751,35.118693266492|129.038118470609,35.1183002368265|129.037916973316,35.1179161224713|129.037961884378,35.1178477802225|129.038410128546,35.1176802886401|129.03868464537,35.1175833039121|129.038618916171,35.1174762691831|129.038423292792,35.1171078272696|129.038181464814,35.1166455392716|129.038031434836,35.1163461705609|129.037833076319,35.115977773512|129.037599589434,35.1155198498086|129.037520888625,35.1154423202642|129.037309666714,35.1149975392712|129.037300155795,35.1149458820254|129.037048942442,35.1144364378662|129.036872294327,35.1140586626022|129.036612192524,35.1135223316937|129.036377823893,35.1130283733839|129.036465855236,35.1129300196118|129.03662559,35.1128484848338|129.03700300314,35.1127002117141|129.036954284122,35.1126154193109|129.036854045285,35.1123332356826|129.036935030112,35.1122823111804|129.037351709817,35.1122798169433|129.037420520244,35.1126211040043|129.03785733266,35.1125461764304|129.03785004619,35.1122534198648|129.038222328491,35.1124499252966|129.038463486188,35.1122250858412|129.038594907841,35.1119975849752|129.039999163426,35.1115774561066|129.040312987546,35.112288603025|129.040576027417,35.112942027812|129.040958596907,35.1142107384125|129.039576451898,35.1146395187058"
"9505","9505001","부산진역","26170","동구",1,1,"공영","노외","132-2-000089","초량6동공영",47,"유료",129.0485696,35.13134562,"129.046509041929,35.1270849312278|129.047238503056,35.1274150573941|129.050444968342,35.130620822175|129.050233640062,35.1307235240247|129.049264201105,35.1306678220166|129.049175795224,35.1308608132162|129.048970273269,35.1311954638765|129.048735871552,35.131472026749|129.048304861712,35.1313441355392|129.048626839479,35.1306222714474|129.047882065453,35.1305582558422|129.04770109183,35.1305590598409|129.04711711215,35.1308933405897|129.046867419832,35.1307781526422|129.046729816629,35.1308683391415|129.045583319715,35.1297634896082|129.045698863061,35.1295587784326|129.046254057162,35.1293894525283|129.046025662266,35.1291387288786|129.045889619458,35.129181577047|129.045473280177,35.1283234861125|129.045256508134,35.1283181316279|129.045338352267,35.1279720561427|129.045471336469,35.1276972108121|129.046509041929,35.1270849312278"
"9511","9511001","당리역_2","26380","사하구",1,1,"공영","노상","139-1-000001","사하구청 앞 공영주차장",29,"유료",128.974997,35.1037084,"128.96804669882,35.1071769804973|128.968733519243,35.1060956817053|128.969044464146,35.1056873555806|128.969457831791,35.1053201715148|128.970187570376,35.1048847644068|128.970897135175,35.1046366756572|128.972034122171,35.1042644802066|128.972953439271,35.1039611509454|128.973859101568,35.1036602899872|128.974794901137,35.1033589316337|128.97593448285,35.1029821519287|128.976980935953,35.1026091327027|128.977731444012,35.1021282835203|128.978671208709,35.1015384538084|128.979128510136,35.101857669559|128.979215800073,35.1019531218007|128.979145041256,35.1019745530192|128.97851350713,35.1022732342643|128.978138147214,35.1025091576481|128.977635293278,35.102801229635|128.977998262374,35.1031873231734|128.97798838857,35.1032325431415|128.977041542622,35.1037571477915|128.975901340714,35.1044493606987|128.976045153249,35.1047286359779|128.975991685973,35.1051260258149|128.97588752533,35.1052403702225|128.975731489072,35.1054772187996|128.975634867035,35.1054495045231|128.975527723358,35.1056675327892|128.97541238227,35.1057730471357|128.975300512143,35.1057951458006|128.975252704598,35.1058590069775|128.97506529604,35.1059319005484|128.97505859529,35.1059950921942|128.974982676721,35.1060301227564|128.974644289294,35.1055264668015|128.974274786151,35.1052103109938|128.973351772026,35.1049054145361|128.97295251165,35.1046055093548|128.97249751179,35.1051784005171|128.972026513626,35.1048593824605|128.971572703949,35.1052542679373|128.971914984682,35.1054649861996|128.972429562338,35.1057720311069|128.972433767193,35.1058327923268|128.972176839045,35.1059789064579|128.971963737023,35.1057818592647|128.971571519268,35.1060022662194|128.971746416876,35.1062066940927|128.970823942766,35.1067218430849|128.969698992981,35.1064562475304|128.969610452262,35.1065365387571|128.969525778197,35.1068916269582|128.969015947425,35.1066678517618|128.968523968835,35.1074148059766|128.96804669882,35.1071769804973"
"9512","9512001","동아대학교승학캠퍼스","26380","사하구",1,1,"공영","노상","100-1-000018","부산남부지사주차장",10,"무료",127.0058237,37.5697689,"128.964225449428,35.1129141142054|128.964963157352,35.1118928414577|128.965718447495,35.1106910433828|128.966034395349,35.110832363377|128.966535590448,35.1110382671415|128.966567252037,35.1111008362888|128.96651182221,35.1123318454166|128.96648522467,35.1130509674234|128.965826856729,35.1130368594295|128.965804258004,35.1135801864797|128.965714624601,35.1136154337007|128.965593961402,35.1135002362377|128.965572543167,35.1132933120874|128.965485309982,35.1132001021296|128.965369118281,35.1131569263224|128.965012445489,35.1131469357534|128.964323859905,35.1130161558502|128.964225449428,35.1129141142054"
"9517","9517001","남항동_1","26200","영도구",1,1,"공영","노외","133-2-000015","봉래시장",23,"유료",129.0438271,35.0929268,"129.040859690375,35.0941794672923|129.03989052276,35.0924655280089|129.039987687001,35.0921845316363|129.043589448127,35.0908667712527|129.044569518306,35.0925759906777|129.044436370778,35.0929522195648|129.040859690375,35.0941794672923"
"9521","9521001","남포역_1","26110","중구",1,1,"공영","노상","130-1-000008","국제회관 옆 공영주차장",23,"유료",129.0374717,35.09941501,"129.03579326842,35.0977859285196|129.036273648114,35.0964891932217|129.036734371522,35.0966076207797|129.037261309525,35.0968533508376|129.037692072784,35.097199822912|129.037768743462,35.0973066749265|129.037783732214,35.0973582402602|129.037732772673,35.0982850467161|129.037724015871,35.0988146300662|129.037700209221,35.0991800030877|129.037681770703,35.0995407800571|129.03720151642,35.0995195600976|129.037191792023,35.0996796807628|129.037155966331,35.1002232362344|129.036730679506,35.1002078499233|129.03676690351,35.0997904513678|129.036775281373,35.099465890162|129.03677662169,35.0994095446463|129.0366469323,35.0991548896472|129.036310222557,35.0988428816677|129.035820288292,35.0983216702132|129.03579326842,35.0977859285196"
