"지역별",2022
"전국(5인이상)",169.8
"서울",166.1
"부산",168.8
"대구",169.3
"인천",171.5
"광주",166.1
"대전",164.0
"울산",170.2
"세종",170.8
"경기",171.4
"강원",166.9
"충북",172.4
"충남",173.0
"전북",169.0
"전남",169.4
"경북",172.1
"경남",174.6
"제주",168.0
