시도별,2021
전국,22220000
서울특별시,25256000
부산광역시,21352000
대구광역시,21046000
인천광역시,21317000
광주광역시,22472000
대전광역시,22730000
울산광역시,25165000
세종특별자치시,22061000
경기도,21937000
강원도,21038000
충청북도,21081000
충청남도,21262000
전라북도,20862000
전라남도,20881000
경상북도,20667000
경상남도,20650000
제주특별자치도,20475000
